"title","fiscal_year","n","n_matched","mean_salary","male_mean","female_mean","male_n","female_n","real_male_mean","real_female_mean","gap","gap_dollars","female_share","suppressed"
"ASSISTANT PRINTING PRESS OPERATOR",2018,9,9,,,,6.92695319265732,2.07304680734268,,,,,,TRUE
"ASSISTANT PRINTING PRESS OPERATOR",2019,9,9,,,,6.92695319265732,2.07304680734268,,,,,,TRUE
"ASSISTANT PRINTING PRESS OPERATOR",2020,8,8,,,,6.0854498986185,1.9145501013815,,,,,,TRUE
"ASSISTANT PRINTING PRESS OPERATOR",2021,9,9,,,,7.0779573504463,1.9220426495537,,,,,,TRUE
"ASSISTANT PRINTING PRESS OPERATOR",2022,12,12,,,,11.0582984495669,0.941701550433078,,,,,,TRUE
"ASSISTANT PRINTING PRESS OPERATOR",2023,13,13,,,,12.0755772767526,0.924422723247384,,,,,,TRUE
"ASSISTANT PRINTING PRESS OPERATOR",2024,13,13,,,,11.8539031582581,1.14609684174185,,,,,,TRUE
"ASSISTANT PRINTING PRESS OPERATOR",2025,17,17,,,,15.7468727096347,1.25312729036527,,,,,,TRUE
"ASSISTANT PROFESSOR",2014,741,741,69483.3643724696,69066.7859122883,69749.953588791,289.156844049517,451.843155950483,90839.6329020185,91738.1646655037,-0.00989140680978344,-683.167676502664,0.609774839339383,FALSE
"ASSISTANT PROFESSOR",2015,802,802,70189.7122817955,69640.4309586742,70558.1204877493,321.964424583502,480.035575416498,91152.6670730953,92353.8349430918,-0.0131775394902385,-917.689529075156,0.598548099023065,FALSE
"ASSISTANT PROFESSOR",2016,761,761,70496.8603810775,69836.4642428609,70980.0553262813,321.540941190509,439.459058809492,90884.5182642021,92372.7769530509,-0.0163752717984619,-1143.59108342041,0.577475767160961,FALSE
"ASSISTANT PROFESSOR",2017,753,753,78482.3877822045,77307.3478541364,79417.0698476257,333.605848274859,419.394151725141,98863.3138007539,101561.299351471,-0.0272900578282663,-2109.72199348928,0.556964344920506,FALSE
"ASSISTANT PROFESSOR",2018,709,709,78994.0898448519,78261.7066217121,79584.3150111266,316.397239151039,392.602760848961,98335.9407901918,99997.8000299697,-0.0168998153312383,-1322.60838941448,0.553741552678366,FALSE
"ASSISTANT PROFESSOR",2019,665,665,79604.0796992481,79340.2474725751,79820.0574332152,299.337664638065,365.662335361936,97954.6244930507,98547.0048550955,-0.0060474976562925,-479.809960640065,0.549868173476595,FALSE
"ASSISTANT PROFESSOR",2020,589,589,83843.8590831919,83478.0806023401,84150.5743073555,268.634881910539,320.365118089461,101272.667721879,102088.513403065,-0.00805593157105382,-672.493705015368,0.543913613055112,FALSE
"ASSISTANT PROFESSOR",2021,493,493,84739.6206896552,84637.4896446541,84828.7057736088,229.682227274562,263.317772725438,100602.815525235,100830.101105507,-0.00225923677270561,-191.216128954693,0.534113129260524,FALSE
"ASSISTANT PROFESSOR",2022,432,432,88669.1851851852,88299.9357807375,89019.0789919714,210.18640261135,221.81359738865,99912.9857129594,100726.709355613,-0.00814432315126072,-719.143211233895,0.513457401362617,FALSE
"ASSISTANT PROFESSOR",2023,362,362,91040.544198895,90790.1142733415,91290.8884689851,180.9690406594,181.0309593406,97569.8836709212,98108.0532767798,-0.00551573483139205,-500.774195643535,0.500085523040332,FALSE
"ASSISTANT PROFESSOR",2024,304,304,91326.7796052632,91347.882352394,91307.1236764716,146.604427582776,157.395572417224,94914.1564013357,94871.8064831814,0.000446191798569707,40.7586759223486,0.51774859347771,FALSE
"ASSISTANT PROFESSOR",2025,278,278,90704.3848920863,90681.9476756557,90725.3928139016,134.427061357288,143.572938642712,90681.9476756557,90725.3928139016,-0.000479093572199172,-43.4451382459083,0.5164494195781,FALSE
"ASSISTANT PURCHASING AGENT",2014,7,7,,,,1.01224100628068,5.98775899371932,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2015,6,6,,,,1.00344873375946,4.99655126624054,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2016,7,7,,,,2.01140501208401,4.98859498791599,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2017,5,5,,,,1.0114980653796,3.9885019346204,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2018,6,6,,,,1.01556039270211,4.98443960729789,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2019,2,2,,,,1,1,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2020,3,3,,,,0.012784431279822,2.98721556872018,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2021,3,3,,,,0.012784431279822,2.98721556872018,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2022,3,3,,,,0.00776130822094816,2.99223869177905,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2023,2,2,,,,0.00776130822094816,1.99223869177905,,,,,,TRUE
"ASSISTANT PURCHASING AGENT",2024,1,1,,,,0.00502312305887387,0.994976876941126,,,,,,TRUE
"ASSISTANT RESIDENT BUILDING SUPT",2014,207,207,60655.6183574879,60946.6470014961,59763.0169552882,156.103244292673,50.8967557073271,80159.673960444,78602.9123786053,0.0194207574073581,1183.63004620795,0.2458780468953,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2015,197,197,64347.6243654822,64373.2298707297,64262.5882109231,151.408813618911,45.5911863810895,84258.4043500322,84113.5849937772,0.00171875265585937,110.641659806563,0.231427342035987,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2016,197,197,66669.2994923858,66738.0810124933,66423.6781419881,153.902558047874,43.0974419521264,86852.3114458476,86443.150504833,0.00471099656650714,314.402870505131,0.218768740873738,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2017,194,194,68773.7628865979,68932.6706287779,68291.9309413249,145.886698160589,48.1133018394107,88153.4865269893,87334.0864241066,0.0092951525250421,640.73968745298,0.248006710512426,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2018,189,189,66037.6137566138,66301.5836893768,65432.4302941244,131.598950237394,57.4010497626058,83308.0300623768,82215.9376393703,0.0131090895102061,869.153395252462,0.303709258003205,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2019,188,188,68327.5478723404,68477.4145859501,67873.2307393283,141.366939026656,46.6330609733437,84543.2128799484,83797.2787077482,0.00882311124441599,604.183846621832,0.248048196666722,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2020,184,184,70151.777173913,70305.0270498413,69744.3551132412,133.706815465403,50.2931845345971,85291.5830385864,84611.3955890597,0.00797484845859782,560.671936600105,0.27333252464455,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2021,196,196,72630.1989795918,72761.0887719665,72200.152270175,150.265056341497,45.7349436585027,86486.147236572,85819.4002471702,0.00770929230525225,560.936501791497,0.233341549278075,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2022,190,190,72409.6947368421,72468.023534566,72232.3977805388,142.965788424536,47.0342115754642,81998.88862926,81732.273796672,0.00325144446522325,235.625754027133,0.247548481976127,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2023,189,189,71173.3703703704,72052.915143786,69254.9963148249,129.586567253175,59.4134327468248,77433.4805611565,74426.6266008176,0.038831445242398,2797.91882896108,0.314356787020237,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2024,185,185,76975.5351351351,77060.5098986768,76811.5832761726,121.847529215413,63.1524707845869,80068.9966809943,79810.3518194784,0.0032302747909591,248.92662250415,0.341364706943713,FALSE
"ASSISTANT RESIDENT BUILDING SUPT",2025,178,178,80023.9157303371,80510.397490363,79230.1459673169,110.361921289828,67.6380787101715,80510.397490363,79230.1459673169,0.0159016917435957,1280.25152304611,0.379989206236919,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2014,95,95,43654.452631579,43274.0897159923,43968.8286277881,42.9884077784986,52.0115922215014,56915.9599950395,57829.7107491345,-0.0160543853459504,-694.738911795772,0.547490444436857,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2015,68,68,44967.4852941177,45325.3742898472,44712.118405092,28.3159915549411,39.6840084450589,59326.5822128184,58523.8888818871,0.0135300787773664,613.25588475525,0.58358835948616,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2016,80,80,45510.2625,46027.7846045298,45237.8663391767,27.5872755722686,52.4127244277314,59900.1263294739,58872.1341223506,0.0171617702685465,789.918265353081,0.655159055346642,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2017,70,70,46466.4571428571,46352.5143384694,46534.4794916159,26.1674520136202,43.8325479863798,59277.2006503758,59509.9039901705,-0.00392568031623449,-181.965153146506,0.626179256948283,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2018,61,61,46216.131147541,45981.1608483799,46357.2082366944,22.8846222730909,38.1153777269091,57775.3911310203,58247.8951857854,-0.00817829261758937,-376.047388314495,0.624842257818182,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2019,58,58,48003.9137931034,48486.1327821592,47700.4515030547,22.4019755732105,35.5980244267895,59861.6853500274,58891.6718056091,0.0162042471531889,785.681279104443,0.613759041841198,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2020,53,53,49695.6981132075,49482.4129964151,49799.0038748514,17.2942612692026,35.7057387307974,60030.3209334002,60414.3978384311,-0.00639804850380508,-316.590878436378,0.673693183599951,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2021,40,40,47935.35,46987.6229101234,48454.9954621435,14.1653313993937,25.8346686006063,55850.9849411043,57595.1506858287,-0.0312289164920487,-1467.37255202012,0.645866715015158,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2022,64,64,48217.875,47886.7201917225,48473.786755196,27.8986291360838,36.1013708639162,54184.6961501391,54848.9726600851,-0.0122594857430843,-587.06656347349,0.564083919748691,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2023,80,80,50585.825,51721.6469125258,49864.607087701,31.0695722367529,48.9304277632471,55583.9709302513,53588.2562962228,0.0359044990962004,1857.03982482478,0.611630347040589,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2024,104,104,54921.0288461538,54948.0570091715,54901.2301712495,43.9718392576224,60.0281607423776,57093.2608683659,57044.605883665,0.000852201887942896,46.8268379220099,0.577193853292092,FALSE
"ASSISTANT RETIREMENT BENEFITS EXAMINER",2025,99,99,57631.5858585859,57619.7776986981,57639.9951835038,41.1783748017682,57.8216251982318,57619.7776986981,57639.9951835038,-0.000350877521802675,-20.2174848057402,0.58405682018416,FALSE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2014,2,2,,,,1.00263403289911,0.997365967100886,,,,,,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2015,2,2,,,,1.00263403289911,0.997365967100886,,,,,,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2016,2,2,,,,1.00263403289911,0.997365967100886,,,,,,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2017,2,2,,,,1.00263403289911,0.997365967100886,,,,,,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2018,1,1,,,,0.712406015037594,0.287593984962406,,,,,,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2019,1,1,,,,0.712406015037594,0.287593984962406,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2014,5,5,,,,2.97106061225511,2.02893938774489,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2015,7,7,,,,4.71182276796377,2.28817723203623,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2016,6,6,,,,3.99816049431973,2.00183950568027,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2017,7,7,,,,5.53218303444244,1.46781696555756,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2018,7,7,,,,5.51510421979714,1.48489578020286,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2019,9,9,,,,8.49303959001326,0.506960409986745,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2020,10,10,,,,8.49508324767086,1.50491675232914,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2021,9,9,,,,7.95194321938232,1.04805678061768,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2022,7,7,,,,6.97440664941223,0.0255933505877689,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2023,9,9,,,,6.97061206796177,2.02938793203823,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2024,12,12,,,,9.96178316530672,2.03821683469328,,,,,,TRUE
"ASSISTANT SERGEANT AT ARMS",2025,10,10,,,,6.96646490182209,3.03353509817791,,,,,,TRUE
"ASSISTANT SUPERINTENDENT",2014,151,151,143358.483443709,147004.1157408,141940.582650021,42.2833258928852,108.716674107115,193346.189960813,186686.411587201,0.0344448389438745,5063.53309077854,0.719977974219303,FALSE
"ASSISTANT SUPERINTENDENT",2015,155,155,149745.729032258,152283.205648004,148740.413920183,43.9833482583711,111.016651741629,199324.159172615,194686.983462616,0.0232644940244427,3542.79172782096,0.716236462849219,FALSE
"ASSISTANT SUPERINTENDENT",2016,175,175,152468.308571429,153040.634240314,152202.406432599,55.5133984662768,119.486601533723,199165.643171874,198074.781380318,0.00547715848066552,838.227807715768,0.682780580192704,FALSE
"ASSISTANT SUPERINTENDENT",2017,184,184,157235.739130435,156009.882205468,157806.374353552,58.4454995617941,125.554500438206,199510.840413245,201808.256789652,-0.0115152458465351,-1796.49214808494,0.682361415425032,FALSE
"ASSISTANT SUPERINTENDENT",2018,186,186,157971.489247312,157546.176869766,158176.910862196,60.5777091879957,125.422290812004,197956.985467633,198749.50358679,-0.00400348650129893,-630.733992429363,0.674313391462389,FALSE
"ASSISTANT SUPERINTENDENT",2019,188,188,165664.436170213,165220.841373136,165886.83198747,62.779283588284,125.220716411716,203984.055894528,204806.297601873,-0.00403091165012526,-665.990614334471,0.666067640487851,FALSE
"ASSISTANT SUPERINTENDENT",2020,192,192,172005.34375,172435.226351951,171770.217003544,67.8852642113055,124.114735788695,209192.34433618,208385.578412871,0.0038565747989942,665.009348407795,0.646430915566117,FALSE
"ASSISTANT SUPERINTENDENT",2021,188,188,171234.393617021,172110.80728466,170807.017099744,61.6255484798383,126.374451520162,204576.386514455,203026.659980653,0.0075752952733495,1303.79018491585,0.672204529362562,FALSE
"ASSISTANT SUPERINTENDENT",2022,181,181,171625.248618785,173512.364302549,170746.273693954,57.5159978129553,123.484002187045,196332.400723719,193202.518815949,0.0159417492794454,2766.09060859503,0.682232056282015,FALSE
"ASSISTANT SUPERINTENDENT",2023,195,195,178299.6,180834.404587383,177079.174316312,63.3737457200569,131.626254279943,194338.248833685,190302.596013568,0.020766127328701,3755.23027107143,0.675006432204836,FALSE
"ASSISTANT SUPERINTENDENT",2024,186,186,204227.591397849,207510.260791465,202741.202352075,57.971267500202,128.028732499798,215611.581138388,210656.335905037,0.0229822777013552,4769.05843939009,0.688326518816118,FALSE
"ASSISTANT SUPERINTENDENT",2025,176,176,210809.681818182,214079.40505494,209417.701476596,52.5534358849338,123.446564115066,214079.40505494,209417.701476596,0.0217755817153314,4661.70357834338,0.701400932471967,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2014,64,64,58876,59058.9291069019,58597.3595360671,38.6355401623442,25.3644598376558,77676.8654975559,77069.78917542,0.00781540704876885,461.569570834821,0.396319684963371,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2015,64,64,61497.859375,61476.8414023129,61529.4262765032,38.419445274198,25.580554725802,80467.3087157646,80536.1372893987,-0.000855360701538592,-52.5848741902591,0.399696167590657,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2016,64,64,62546.75,62413.4743293319,62720.487337381,36.217324024943,27.7826759750571,81224.3089496953,81623.8527931573,-0.00491901807018677,-307.013008049122,0.434104312110267,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2017,69,69,64221.8260869565,64354.812400023,64063.2235265445,37.5308444999073,31.4691555000927,82299.1628803071,81926.2689303826,0.00453095677858572,291.588873478497,0.456074717392648,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2018,72,72,64471.4722222222,64603.3273911354,64318.111247067,38.7144642433945,33.2855357566056,81174.1687143533,80815.7942414953,0.00441488318924521,285.216144068429,0.462299107730633,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2019,72,72,66876.5833333333,67381.5678242071,66312.9133150358,37.9769522976082,34.0230477023918,83190.2645155565,81870.8881020299,0.0158597453825852,1068.65450917132,0.472542329199887,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2020,66,66,69134.9090909091,69930.2727813625,68197.5195635964,35.7048587001897,30.2951412998103,84836.9443569688,82734.8291717531,0.0247782991378228,1732.75321776615,0.459017292421368,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2021,62,62,70002.7419354839,70211.2472941489,69737.5672891488,34.7087229759043,27.2912770240957,83455.3244547473,82892.2933161692,0.00674649750937544,473.680005000118,0.440181887485415,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2022,48,48,69856.5416666667,69981.9557824166,69695.2375250225,27.0042056940911,20.9957943059089,79185.8576841556,78861.4307533614,0.00409703121595473,286.718257394125,0.437412381373103,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2023,47,47,76412.6170212766,76137.5204174817,76785.997316755,27.0616793090879,19.9383206909121,81823.1045261209,82520.0065636586,-0.00851717912164132,-648.476899273315,0.424219589168343,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2024,39,39,78233.8717948718,78067.1610499294,78394.5657489782,19.1416440520166,19.8583559479834,81114.9480741858,81455.1348416488,-0.00419388504264206,-327.404699048828,0.509188614050857,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2025,38,38,80798.0789473684,80693.5146923396,80874.6833325698,16.067718088258,21.932281911742,80693.5146923396,80874.6833325698,-0.00224514498991576,-181.1686402302,0.577165313466894,FALSE
"ASSISTANT SUPERVISING CHIEF SURGEON",2020,1,1,,,,0.996487707518377,0.00351229248162341,,,,,,TRUE
"ASSISTANT SUPERVISING CHIEF SURGEON",2021,1,1,,,,0.996487707518377,0.00351229248162341,,,,,,TRUE
"ASSISTANT TEACHER",2014,11,11,,,,1.59477527292263,9.40522472707737,,,,,,TRUE
"ASSISTANT TEACHER",2015,10,10,,,,1.30521199908191,8.69478800091809,,,,,,TRUE
"ASSISTANT TEACHER",2016,10,10,,,,0.246440975881714,9.75355902411829,,,,,,TRUE
"ASSISTANT TEACHER",2017,9,9,,,,0.246944230940031,8.75305576905997,,,,,,TRUE
"ASSISTANT TEACHER",2018,8,8,,,,1.01082976736037,6.98917023263963,,,,,,TRUE
"ASSISTANT TEACHER",2019,10,10,,,,0.305352715891797,9.6946472841082,,,,,,TRUE
"ASSISTANT TEACHER",2020,12,12,,,,1.26033438459743,10.7396656154026,,,,,,TRUE
"ASSISTANT TEACHER",2021,10,10,,,,0.264888933153157,9.73511106684684,,,,,,TRUE
"ASSISTANT TEACHER",2022,7,7,,,,1.02732123640413,5.97267876359587,,,,,,TRUE
"ASSISTANT TEACHER",2023,7,7,,,,1.02608174589563,5.97391825410437,,,,,,TRUE
"ASSISTANT TEACHER",2024,7,7,,,,1.0273368382811,5.9726631617189,,,,,,TRUE
"ASSISTANT TEACHER",2025,4,4,,,,0.0119436684796528,3.98805633152035,,,,,,TRUE
"ASSISTANT TO COMMISSIONER",2024,1,1,,,,0.995839431393705,0.00416056860629498,,,,,,TRUE
"ASSISTANT TO COMMISSIONER",2025,1,1,,,,0.995839431393705,0.00416056860629498,,,,,,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2019,1,1,,,,0.00945758816770278,0.990542411832297,,,,,,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2020,2,2,,,,0.0126187153353328,1.98738128466467,,,,,,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2021,2,2,,,,0.0126187153353328,1.98738128466467,,,,,,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2022,2,2,,,,0.121707778369806,1.87829222163019,,,,,,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2023,2,2,,,,0.121707778369806,1.87829222163019,,,,,,TRUE
"ASSISTANT TO HEO",2014,238,238,49359.962184874,49139.3884103023,49448.6977802179,68.2781504408096,169.72184955919,64630.2552704623,65037.0723714053,-0.00629453031309465,-309.30936991558,0.713117014954581,FALSE
"ASSISTANT TO HEO",2015,259,259,49024.4478764479,47657.7967211078,49604.028227548,77.1292163538628,181.870783646137,62379.5002149583,64926.931213181,-0.0408376307832589,-1946.23150644021,0.702203797861534,FALSE
"ASSISTANT TO HEO",2016,315,315,48666.6825396825,47453.956366889,49175.6712188692,93.1231055824316,221.876894417568,61756.1328582878,63996.756386512,-0.036281797847765,-1721.71485198013,0.704371093389106,FALSE
"ASSISTANT TO HEO",2017,332,332,54098.2319277108,53253.5325294934,54437.8844321948,95.2120997411668,236.787900258833,68102.4617141909,69617.0519447109,-0.0222398749237045,-1184.35190270136,0.713216567044678,FALSE
"ASSISTANT TO HEO",2018,345,345,54655.1130434783,54781.2593211711,54608.1721409098,93.5633208749586,251.436679125041,68832.7268284272,68615.2425510656,0.00315960571929288,173.087180261238,0.728801968478381,FALSE
"ASSISTANT TO HEO",2019,352,352,55773.9318181818,56540.2618983927,55510.1641788108,90.1333992820481,261.866600717952,69805.4304016408,68533.656761816,0.0182188353041771,1030.09771958186,0.74393920658509,FALSE
"ASSISTANT TO HEO",2020,334,334,57712.5988023952,59013.2165651665,57305.4967290624,79.6220138798446,254.377986120155,71592.7561975575,69521.0106294283,0.0289379216301201,1707.71983610409,0.761610736886693,FALSE
"ASSISTANT TO HEO",2021,320,320,59286.665625,61127.8069710478,58772.5645765887,69.8494286102645,250.150571389735,72658.4580188919,69858.941904676,0.0385298035569082,2355.24239445908,0.781720535592923,FALSE
"ASSISTANT TO HEO",2022,287,287,63534.5888501742,64650.4554472332,63188.289199452,67.973118589015,219.026881410985,73153.1679419959,71498.7001993771,0.0226164879685134,1462.16624778126,0.763159865543502,FALSE
"ASSISTANT TO HEO",2023,264,264,65618.7803030303,66466.7708716182,65366.7950289579,60.4777939433952,203.522206056605,71430.189881695,70248.0731295773,0.0165492595508354,1099.97584266031,0.770917447184109,FALSE
"ASSISTANT TO HEO",2024,256,256,66663.92578125,66177.5882859569,66822.5565634237,62.9635311615338,193.036468838466,68761.1995273792,69431.3477386451,-0.00974602269698665,-644.968277466774,0.754048706400259,FALSE
"ASSISTANT TO HEO",2025,262,262,67360.5687022901,66550.0613482532,67620.9868247602,63.7108273021276,198.289172697872,66550.0613482532,67620.9868247602,-0.016092028389018,-1070.92547650698,0.756828903426994,FALSE
"ASSISTANT TO POLICE COMMISSIONOR",2014,1,1,,,,0.000334079444091805,0.999665920555908,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2015,1,1,,,,0.000334079444091805,0.999665920555908,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2016,1,1,,,,0.000334079444091805,0.999665920555908,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2017,1,1,,,,0.000334079444091805,0.999665920555908,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2018,1,1,,,,0.99586866040405,0.00413133959595051,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2019,1,1,,,,0.99586866040405,0.00413133959595051,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2020,1,1,,,,0.99586866040405,0.00413133959595051,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2021,1,1,,,,0.99586866040405,0.00413133959595051,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2022,1,1,,,,0.99586866040405,0.00413133959595051,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2023,1,1,,,,0.99586866040405,0.00413133959595051,,,,,,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2024,1,1,,,,0.99500392215457,0.00499607784542976,,,,,,TRUE
"ASSISTANT TO THE CHAIRMAN",2016,1,1,,,,0.000843583716671233,0.999156416283329,,,,,,TRUE
"ASSISTANT TO THE CHAIRMAN",2017,1,1,,,,0.986312989569807,0.0136870104301931,,,,,,TRUE
"ASSISTANT TO THE CHAIRMAN",2018,1,1,,,,0.532608019894312,0.467391980105689,,,,,,TRUE
"ASSISTANT TO THE CHAIRMAN",2019,1,1,,,,0.532608019894312,0.467391980105689,,,,,,TRUE
"ASSISTANT TO THE CHAIRMAN",2024,1,1,,,,0.996282266011698,0.00371773398830199,,,,,,TRUE
"ASSISTANT TO THE CHAIRMAN",2025,1,1,,,,0.996282266011698,0.00371773398830199,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER",2018,1,1,,,,0.00300343826114438,0.996996561738856,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER",2019,1,1,,,,0.00261960696573069,0.997380393034269,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER",2020,1,1,,,,0.00261960696573069,0.997380393034269,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER",2021,2,2,,,,0.00261960696573069,1.99738039303427,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER",2022,1,1,,,,0.00292338739697417,0.997076612603026,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER",2023,1,1,,,,0.00292338739697417,0.997076612603026,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER",2024,1,1,,,,0.00292338739697417,0.997076612603026,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER",2025,1,1,,,,0.00292338739697417,0.997076612603026,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2016,1,1,,,,0.00279433167368824,0.997205668326312,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2017,1,1,,,,0.00279433167368824,0.997205668326312,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2018,1,1,,,,0.00279433167368824,0.997205668326312,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2019,1,1,,,,0.996490034443587,0.00350996555641276,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2020,1,1,,,,0.996490034443587,0.00350996555641276,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2021,1,1,,,,0.996490034443587,0.00350996555641276,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2023,1,1,,,,0.00409935674125444,0.995900643258746,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2024,1,1,,,,0.00409935674125444,0.995900643258746,,,,,,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2025,1,1,,,,0.00409935674125444,0.995900643258746,,,,,,TRUE
"ASSISTANT TO THE COMPTROLLER",2014,1,1,,,,0.0181275933609959,0.981872406639004,,,,,,TRUE
"ASSISTANT TO THE COMPTROLLER",2015,1,1,,,,0.0181275933609959,0.981872406639004,,,,,,TRUE
"ASSISTANT TO THE COMPTROLLER",2016,1,1,,,,0.0181275933609959,0.981872406639004,,,,,,TRUE
"ASSISTANT TO THE COMPTROLLER",2017,1,1,,,,0.995081635189956,0.00491836481004389,,,,,,TRUE
"ASSISTANT TO THE COMPTROLLER",2018,1,1,,,,0.995081635189956,0.00491836481004389,,,,,,TRUE
"ASSISTANT TO THE COMPTROLLER",2020,1,1,,,,0.00263403289911356,0.997365967100886,,,,,,TRUE
