"agency","fiscal_year","n","n_matched","mean_salary","male_mean","female_mean","male_n","female_n","real_male_mean","real_female_mean","gap","gap_dollars","female_share","suppressed"
"OFFICE OF THE COMPTROLLER",2015,633,633,77472.3838862559,83255.6890351878,72623.7139515364,288.677131438817,344.322868561183,108973.738388682,95057.4993334613,0.12770268562858,10631.9750836514,0.543953978769641,FALSE
"OFFICE OF THE COMPTROLLER",2016,645,645,83546.119379845,89526.5825711907,78470.3916744158,296.109609590478,348.890390409522,116509.053215058,102120.630284653,0.1234961793385,11056.1908967748,0.540915333968251,FALSE
"OFFICE OF THE COMPTROLLER",2017,663,663,86546.6138763198,93681.872372675,80747.389766758,297.258553108305,365.741446891695,119803.622849628,103262.558536674,0.13806814785322,12934.482605917,0.551646224572692,FALSE
"OFFICE OF THE COMPTROLLER",2018,661,661,85722.5098335855,92010.6474325737,80675.3809022981,294.316169334912,366.683830665088,115611.503614804,101368.725805855,0.123195161066355,11335.2665302756,0.554741044879104,FALSE
"OFFICE OF THE COMPTROLLER",2019,661,661,88038.7428139182,93357.6356109113,83695.6102655195,297.123068080211,363.876931919789,115260.695941072,103331.818798644,0.103494752005721,9662.02534539174,0.550494601996654,FALSE
"OFFICE OF THE COMPTROLLER",2020,657,657,90939.9132420092,95859.7977725187,86994.9067740696,292.374632681855,364.625367318145,116293.730972902,105539.15738905,0.0924776726473599,8864.8909984491,0.554985338383782,FALSE
"OFFICE OF THE COMPTROLLER",2021,650,650,92231.1538461538,97263.2534868653,88314.4726584406,284.490459742517,365.509540257483,115610.200503404,104973.394631237,0.0920057730706405,8948.78082842471,0.562322369626897,FALSE
"OFFICE OF THE COMPTROLLER",2022,576,576,93701.5381944444,99256.050798312,89295.8465897374,254.781760611559,321.218239388441,112310.029420201,101039.876933788,0.100348584579631,9960.20420857458,0.557670554493821,FALSE
"OFFICE OF THE COMPTROLLER",2023,584,584,99006.4880136986,103925.830235291,95157.69611465,256.34809391809,327.65190608191,111686.511770793,102263.615533585,0.0843691515457639,8768.13412064056,0.561047784386832,FALSE
"OFFICE OF THE COMPTROLLER",2024,589,589,107154.876061121,112481.433354749,102992.05457347,258.383811284195,330.616188715805,116872.773432161,107012.923826417,0.0843639567727699,9489.37878127924,0.561317807666902,FALSE
"OFFICE OF THE COMPTROLLER",2025,607,607,109660.044481054,115441.946355244,105339.296838205,259.60455371497,347.395446285031,115441.946355244,105339.296838205,0.0875128134616767,10102.6495170394,0.572315397504169,FALSE
"OFFICE OF THE MAYOR",2014,381,381,81645.217847769,88093.3875714641,77636.7470753385,146.053349052393,234.946650947607,115864.2447652,102111.217582746,0.11869949362139,10456.6404961256,0.616657876502904,FALSE
"OFFICE OF THE MAYOR",2015,413,413,89340.5060532687,93414.7436796238,86680.6773483308,163.127180680511,249.872819319489,122270.969796271,113456.720689904,0.072087831813662,6734.06633129307,0.60501893297697,FALSE
"OFFICE OF THE MAYOR",2016,484,484,92385.9400826446,97616.132162093,89034.959490124,189.003842339394,294.996157660606,127036.717029578,115869.259557479,0.087907321073938,8581.17267196908,0.609496193513648,FALSE
"OFFICE OF THE MAYOR",2017,425,425,99551.9717647059,103375.794164107,96904.9563973695,173.854077581858,251.145922418142,132200.545763534,123925.414324622,0.0625952895362038,6470.83776673727,0.590931582160334,FALSE
"OFFICE OF THE MAYOR",2018,420,420,99733.8071428572,102496.22573358,97984.1606647442,162.86367984428,257.13632015572,128786.647008273,123117.23111379,0.0440217679874766,4512.06506883568,0.612229333704096,FALSE
"OFFICE OF THE MAYOR",2019,442,442,105804.839366516,109433.29576706,103834.174426268,155.566177364911,286.433822635089,135107.939984743,128195.183270468,0.0511646962795522,5599.12134079206,0.648040322703822,FALSE
"OFFICE OF THE MAYOR",2020,461,461,107880.73318872,111492.064995931,105974.67591646,159.258734494802,301.741265505198,135258.247081002,128564.744943604,0.0494868319074781,5517.38907947126,0.654536367690235,FALSE
"OFFICE OF THE MAYOR",2021,395,395,108296.997468354,108653.248047276,108110.765336716,135.601910559153,259.398089440847,129148.710759383,128503.898533911,0.00499278871372403,542.482710559896,0.656704023900878,FALSE
"OFFICE OF THE MAYOR",2022,404,404,116396.745049505,120116.409231794,114163.174453657,151.575161126959,252.424838873041,135913.904957632,129177.711368422,0.0495622106605676,5953.23477813711,0.624813957606537,FALSE
"OFFICE OF THE MAYOR",2023,385,385,117980.257142857,116720.088341703,118817.859242542,153.723558778416,231.276441221584,125436.18358352,127690.605933368,-0.0179726637517396,-2097.77090083878,0.600718029146972,FALSE
"OFFICE OF THE MAYOR",2024,306,306,135080.918300654,132719.528160732,136681.960193942,123.640939513961,182.359060486039,137900.975139892,142018.102806616,-0.0298556820395783,-3962.43203320968,0.595944642111238,FALSE
"OFFICE OF THE MAYOR",2025,303,303,140056.719471947,141876.757635714,138752.595576447,126.481767859814,176.518232140186,141876.757635714,138752.595576447,0.0220202527272907,3124.16205926699,0.582568422904903,FALSE
"POLICE DEPARTMENT",2014,44331,44331,67534.5157564682,73467.3511827904,54561.460985497,30419.5404210212,13911.4595789782,96627.4472393102,71761.6003271829,0.257337305523029,18905.8901972934,0.313808837584949,FALSE
"POLICE DEPARTMENT",2015,44452,44452,68620.5521236389,74423.8928917204,55998.4237736038,30451.2653555239,14000.7346444752,97413.7614838809,73296.5837314053,0.247574648438827,18425.4691181166,0.314962985793113,FALSE
"POLICE DEPARTMENT",2016,45392,45392,69535.0250484668,74964.7076845139,57561.9433651207,31229.643394348,14162.356605651,97558.3660855232,74910.5721460589,0.232146097235942,17402.7643193932,0.312001158919001,FALSE
"POLICE DEPARTMENT",2017,46011,46011,73104.6598639455,79052.5115158386,60279.4129783469,31433.4063327274,14577.5936672717,101095.089531134,77087.4009576398,0.23747630755198,18773.0985374917,0.316828446833844,FALSE
"POLICE DEPARTMENT",2018,46449,46449,74401.3118689303,80361.5551369963,61642.4986717893,31659.4009583583,14789.5990416405,100974.403305018,77453.8834023671,0.232935468126465,18719.056465207,0.318405111878423,FALSE
"POLICE DEPARTMENT",2019,46186,46186,75119.5535660153,81197.4332292095,62295.2386041167,31335.1873990335,14850.8126009658,100247.533063417,76910.6084182615,0.23279300679043,18902.1946250929,0.321543597647902,FALSE
"POLICE DEPARTMENT",2020,45607,45607,75951.4054421458,81910.934306851,63612.2685269686,30753.6639042433,14853.3360957558,99371.4610229548,77172.1640828692,0.223397107293792,18298.6657798823,0.325681059831959,FALSE
"POLICE DEPARTMENT",2021,42733,42733,75580.9560058976,81270.90664838,63943.0467167968,28700.7616413543,14032.238358645,96601.1877649312,76004.7416337515,0.213211106485528,17327.8599315832,0.328370073681821,FALSE
"POLICE DEPARTMENT",2022,41892,41892,77448.9576291417,83437.8748249285,65145.1837456715,28176.8107979921,13715.1892020075,94411.4751793665,73712.9620231186,0.219237260268662,18292.6910792569,0.327393994127939,FALSE
"POLICE DEPARTMENT",2023,41210,41210,84514.9263770929,91224.0708008366,70972.718198495,27557.3888815462,13652.611118453,98036.2459863006,76272.6196994077,0.221995712585059,20251.3526023416,0.331293645194208,FALSE
"POLICE DEPARTMENT",2024,40408,40408,89758.904276381,96538.1053116314,76074.5376808371,27021.5778289171,13386.4221710825,100307.008660465,79044.5315387112,0.211973992702017,20463.5676307943,0.331281483148946,FALSE
"POLICE DEPARTMENT",2025,39806,39806,92148.8448977538,98529.1178667444,79410.7212739947,26521.7716615258,13284.2283384737,98529.1178667444,79410.7212739947,0.19403803674165,19118.3965927497,0.333724271177055,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2014,44,44,69607.2213636364,73952.2183767741,65873.6873205905,20.3348228473139,23.6651771526861,97265.1656060463,86639.9311197735,0.109239874523098,8078.53105618352,0.537844935288319,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2015,49,49,69986.3416326531,72518.0396776062,68183.9004475644,20.3776605645617,28.6223394354383,94919.1818104771,89246.2078663773,0.0597663595059942,4334.13923004176,0.584129376233434,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2016,51,51,72610.5047058824,74977.8628399908,70628.2836167653,23.2420816719837,27.7579183280163,97575.4860812358,91914.9845561283,0.0580115124447846,4349.57922322548,0.544272908392476,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2017,50,50,75674.5748,77354.4642542676,74136.2727151696,23.9001014411587,26.0998985588413,98923.5678850115,94808.0330900385,0.0416031779176915,3218.191539098,0.521997971176825,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2018,49,49,75708.2395918367,77235.4425296571,74331.6344649123,23.2293766376134,25.7706233623866,97046.4385630143,93397.7997810737,0.0375968333919985,2903.80806474479,0.525931089028298,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2019,52,52,75654.4757692308,73590.9786079659,77219.2766565417,22.4263952549618,29.5736047450382,90856.4934601591,95336.0430484051,-0.0493035711334189,-3628.29804857576,0.568723168173811,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2020,53,53,78292.6554716981,75892.8630410579,80300.4868723493,24.1434088542294,28.8565911457706,92070.5488885387,97417.7229070187,-0.0580769212634243,-4407.62383129136,0.544463983882464,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2021,50,50,81634.3184,75575.1911110216,86407.9420326661,22.033293607481,27.966706392519,89831.0788936155,102707.231614786,-0.14333739369221,-10832.7509216445,0.559334127850379,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2022,46,46,86198.2008695652,80076.0064892693,91275.52475967,20.8541915201915,25.1458084798085,90607.4599213757,103279.918842763,-0.139861098991012,-11199.5182704006,0.54664801043062,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2023,43,43,89813.7497674419,86686.1587767848,92068.2654786045,18.0123102255139,24.9876897744861,93159.4645014495,98943.4810654118,-0.0620872671919685,-5382.10670181965,0.581109064522932,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2024,47,47,96011.8987234042,94398.0145333772,97412.5792007962,21.8379732068527,25.1620267931473,98083.3675030643,101215.622514971,-0.0319346194124987,-3014.56466741892,0.535362272194624,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2025,47,47,100595.643404255,99780.8697965091,101365.515511835,22.834119138609,24.165880861391,99780.8697965091,101365.515511835,-0.015881257785759,-1584.64571532562,0.514167677901936,FALSE
"PUBLIC ADMINISTRATOR-BRONX",2014,7,7,,,,2.04041485119393,4.95958514880607,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2015,8,8,,,,2.04909621273065,5.95090378726935,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2016,8,8,,,,2.04909621273065,5.95090378726935,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2017,7,7,,,,1.01769832465145,5.98230167534855,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2018,5,5,,,,1.00956846182459,3.99043153817541,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2019,7,7,,,,1.99947164626918,5.00052835373082,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2020,8,8,,,,2.99596168071276,5.00403831928724,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2021,7,7,,,,1.88658262360394,5.11341737639606,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2022,7,7,,,,2.88128761520491,4.11871238479509,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2023,8,8,,,,2.88998632768707,5.11001367231293,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2024,7,7,,,,1.83456026278915,5.16543973721085,,,,,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2025,9,9,,,,2.58195172507923,6.41804827492077,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2014,6,6,,,,2.99471214067715,3.00528785932285,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2015,7,7,,,,3.98877835103623,3.01122164896377,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2016,8,8,,,,4.9884959522841,3.0115040477159,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2017,9,9,,,,5.9884959522841,3.0115040477159,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2018,9,9,,,,6.92384993146948,2.07615006853052,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2019,8,8,,,,4.92690396672696,3.07309603327304,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2020,9,9,,,,5.98442028291727,3.01557971708273,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2021,9,9,,,,5.00060707568196,3.99939292431803,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2022,11,11,,,,7.92758468682726,3.07241531317274,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2023,10,10,,,,5.93076789782895,4.06923210217105,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2024,10,10,,,,5.44188138560045,4.55811861439955,,,,,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2025,13,13,,,,6.91324506202807,6.08675493797193,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2014,10,10,,,,5.01395490437561,4.98604509562439,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2015,8,8,,,,5.00467671940415,2.99532328059585,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2016,9,9,,,,5.00467671940415,3.99532328059585,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2017,9,9,,,,5.00467671940415,3.99532328059585,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2018,9,9,,,,5.00467671940415,3.99532328059585,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2019,10,10,,,,5.94178363764315,4.05821636235685,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2020,9,9,,,,5.92343360554803,3.07656639445197,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2021,9,9,,,,5.92343360554803,3.07656639445197,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2022,9,9,,,,4.98447525824843,4.01552474175157,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2023,11,11,,,,5.98305818882165,5.01694181117835,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2024,11,11,,,,6.97650568775626,4.02349431224374,,,,,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2025,11,11,,,,6.97650568775626,4.02349431224374,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2014,7,7,,,,2.0053427556814,4.9946572443186,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2015,8,8,,,,2.01284290031954,5.98715709968046,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2016,7,7,,,,1.02033544849174,5.97966455150826,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2017,8,8,,,,1.02320448516345,6.97679551483655,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2018,8,8,,,,2.01879228044203,5.98120771955797,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2019,8,8,,,,2.01879228044203,5.98120771955797,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2020,8,8,,,,2.01879228044203,5.98120771955797,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2021,8,8,,,,2.01879228044203,5.98120771955797,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2022,7,7,,,,1.02233157871446,5.97766842128554,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2023,7,7,,,,1.02264950628688,5.97735049371312,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2024,7,7,,,,1.02264950628688,5.97735049371312,,,,,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2025,7,7,,,,1.02264950628688,5.97735049371312,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2014,5,5,,,,3.00279970617616,1.99720029382384,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2015,5,5,,,,3.00279970617616,1.99720029382384,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2016,5,5,,,,3.00167085702061,1.99832914297939,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2017,5,5,,,,3.00167085702061,1.99832914297939,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2018,5,5,,,,3.00167085702061,1.99832914297939,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2019,5,5,,,,2.00022307509034,2.99977692490966,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2020,5,5,,,,2.00022307509034,2.99977692490966,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2021,5,5,,,,2.00022307509034,2.99977692490966,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2022,5,5,,,,2.00022307509034,2.99977692490966,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2023,5,5,,,,2.00022307509034,2.99977692490966,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2024,5,5,,,,2.00022307509034,2.99977692490966,,,,,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2025,5,5,,,,2.00022307509034,2.99977692490966,,,,,,TRUE
"PUBLIC ADVOCATE",2014,22,22,,,,13.9792127542032,8.02078724579676,,,,,,TRUE
"PUBLIC ADVOCATE",2015,39,39,70597.6153846154,66266.8618301958,76014.2463752644,21.6723376059053,17.3276623940947,86736.9875693494,99495.3821691377,-0.147092894938131,-9747.38454506865,0.444299035746018,FALSE
"PUBLIC ADVOCATE",2016,38,38,73242.3157894737,65947.0974967821,81124.6292119425,19.7349553059821,18.2650446940179,85822.9329319192,105574.830072288,-0.230147076842934,-15177.5317151604,0.480659070895208,FALSE
"PUBLIC ADVOCATE",2017,42,42,75417.2130952381,72043.9886385854,78979.7172171231,21.5731009979513,20.4268990020487,92132.3477513829,101001.997660866,-0.0962707466591188,-6935.72857853769,0.486354738144017,FALSE
"PUBLIC ADVOCATE",2018,34,34,74019.2497058824,71257.5174798214,77099.691290077,17.9274046381095,16.0725953618905,89535.1676091329,96875.8669458877,-0.0819867715979577,-5842.1738102556,0.472723392996779,FALSE
"PUBLIC ADVOCATE",2019,20,20,,,,13.0509641005995,6.94903589940052,,,,,,TRUE
"PUBLIC ADVOCATE",2020,51,51,75300,78144.551471696,72527.5739745441,25.1725643141611,25.8274356858389,94802.217999805,87987.8987010646,0.0718793235275822,5616.97749715183,0.506420307565468,FALSE
"PUBLIC ADVOCATE",2021,43,43,78600,80691.9572814375,76193.7662650164,23.0021469134092,19.9978530865908,95913.030110379,90566.3370205649,0.0557452213078966,4498.19101642107,0.465066350850948,FALSE
"PUBLIC ADVOCATE",2022,41,41,78690.243902439,81266.8702364611,75862.1111424253,21.4539521823495,19.5460478176505,91954.9439428217,85839.3605806174,0.0665063029781956,5404.75909403579,0.476732873601232,FALSE
"PUBLIC ADVOCATE",2023,46,46,80093.4782608696,82946.479220118,76429.2890025521,25.8627875289415,20.1372124710585,89140.5236483522,82136.6609868876,0.0785710289193952,6517.1902175659,0.437765488501272,FALSE
"PUBLIC ADVOCATE",2024,45,45,85166.0673333333,90224.0368823414,80284.9764572305,22.09958286094,22.90041713906,93746.4353554991,83419.3482750115,0.110159784116867,9939.06042511098,0.508898158645778,FALSE
"PUBLIC ADVOCATE",2025,43,43,91939.1162790698,95082.6798249227,88693.1800782042,21.8444733030783,21.1555266969217,95082.6798249227,88693.1800782042,0.0671994074891831,6389.49974671852,0.491988992951668,FALSE
"QUEENS COMMUNITY BOARD #1",2014,2,2,,,,0.00748405717402164,1.99251594282598,,,,,,TRUE
"QUEENS COMMUNITY BOARD #1",2015,3,3,,,,1.00361152238231,1.99638847761769,,,,,,TRUE
"QUEENS COMMUNITY BOARD #1",2016,2,2,,,,0.110437757991365,1.88956224200864,,,,,,TRUE
"QUEENS COMMUNITY BOARD #1",2017,2,2,,,,0.110437757991365,1.88956224200864,,,,,,TRUE
"QUEENS COMMUNITY BOARD #1",2018,2,2,,,,0.110437757991365,1.88956224200864,,,,,,TRUE
"QUEENS COMMUNITY BOARD #1",2019,2,2,,,,0.110437757991365,1.88956224200864,,,,,,TRUE
"QUEENS COMMUNITY BOARD #1",2020,2,2,,,,0.110437757991365,1.88956224200864,,,,,,TRUE
