"title","n","median_tenure","pct_over_20","pct_over_25","pct_under_5","suppressed"
"ASSOCIATE FINGERPRINT TECHNICIAN",21,,,,,TRUE
"ASSOCIATE FIRE PROTECTION INSPECTOR",218,11.6139630390144,0.155963302752294,0.0779816513761468,0.00458715596330275,FALSE
"ASSOCIATE FRAUD INVESTIGATOR",219,24.7173169062286,0.680365296803653,0.470319634703196,0.0365296803652968,FALSE
"ASSOCIATE HOUSING DEVELOPMENT SPECIALIST",154,5.27994524298426,0.0714285714285714,0.0454545454545455,0.493506493506494,FALSE
"ASSOCIATE HUMAN RIGHTS SPECIALIST",15,,,,,TRUE
"ASSOCIATE INSPECTOR",155,17.6125941136208,0.296774193548387,0.154838709677419,0.0903225806451613,FALSE
"ASSOCIATE INVESTIGATOR",120,9.63860369609856,0.3,0.216666666666667,0.275,FALSE
"ASSOCIATE JOB OPPORTUNITY SPECIALIST",1,,,,,TRUE
"ASSOCIATE LABOR RELATIONS ANALYST",21,,,,,TRUE
"ASSOCIATE LABORATORY MICROBIOLOGIST",91,6.32443531827515,0.252747252747253,0.164835164835165,0.417582417582418,FALSE
"ASSOCIATE LANDMARKS PRESERVATIONIST",1,,,,,TRUE
"ASSOCIATE OPERATIONS COMMUNICATIONS SPECIALIST",3,,,,,TRUE
"ASSOCIATE PARK SERVICE WORKER",255,9.23750855578371,0.184313725490196,0.125490196078431,0.286274509803922,FALSE
"ASSOCIATE PARKING CONTROL SPECIALIST",2,,,,,TRUE
"ASSOCIATE PROFESSOR",586,12.8240930869268,0.189419795221843,0.0716723549488055,0.00170648464163823,FALSE
"ASSOCIATE PROJECT MANAGER",456,9.29500342231348,0.208333333333333,0.144736842105263,0.239035087719298,FALSE
"ASSOCIATE PUBLIC HEALTH SANITARIAN",206,14.4394250513347,0.296116504854369,0.160194174757282,0.0825242718446602,FALSE
"ASSOCIATE PUBLIC INFORMATION SPECIALIST",12,,,,,TRUE
"ASSOCIATE PUBLIC RECORDS OFFICER",22,,,,,TRUE
"ASSOCIATE QUALITY ASSURANCE SPECIALIST",40,9.20054757015743,0.175,0.075,0.05,FALSE
"ASSOCIATE REAL PROPERTY MANAGER",23,,,,,TRUE
"ASSOCIATE REHABILITATION SPECIALIST",1,,,,,TRUE
"ASSOCIATE RETIREMENT BENEFITS EXAMINER",305,9.42915811088296,0.19672131147541,0.124590163934426,0.259016393442623,FALSE
"ASSOCIATE SANITATION ENFORCEMENT AGENT",32,20.2190280629706,0.53125,0.1875,0,FALSE
"ASSOCIATE SCHOOL FOOD SERVICE MANAGER",44,20.4777549623546,0.5,0.272727272727273,0.0227272727272727,FALSE
"ASSOCIATE STAFF ANALYST",717,8.26009582477755,0.177126917712692,0.117154811715481,0.297071129707113,FALSE
"ASSOCIATE TAXI & LIMOUSINE INSPECTOR",41,19.9534565366188,0.48780487804878,0.219512195121951,0,FALSE
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT",405,18.5242984257358,0.434567901234568,0.195061728395062,0.00740740740740741,FALSE
"ASSOCIATE URBAN DESIGNER",38,2.37645448323066,0.0789473684210526,0.0263157894736842,0.631578947368421,FALSE
"ASSOCIATE URBAN PARK RANGER",109,7.419575633128,0.110091743119266,0.0458715596330275,0.293577981651376,FALSE
"ASSOCIATE WATER USE INPECTOR",35,15.3127994524298,0.485714285714286,0.457142857142857,0,FALSE
"ASSOCIATE YOUTH DEVELOPMENT SPECIALIST",69,8.62422997946612,0,0,0.0579710144927536,FALSE
"ASST COMMISSIONER",4,,,,,TRUE
"ASST COMMISSIONER FOR AGENCY PREPAREDNESS AND RESPONSE",1,,,,,TRUE
"ASST COMMISSIONER FOR PLANNING & PRG DEVE",1,,,,,TRUE
"ASST COMMISSIONER FOR POLICY AND COMMUNITY RESILIENCE",1,,,,,TRUE
"ASST COMMISSIONER FOR PUBLIC & LEGIS AFFAIRS",1,,,,,TRUE
"ASST DIR OF INTERGVNMENTAL RELTNS FOR THE ALBANY OFFICE",1,,,,,TRUE
"ASST PB HLTH ADV",1,,,,,TRUE
"ASST TO THE CHAIRMAN",1,,,,,TRUE
"AST COMMISSIONER FOR POLICY AND COMMUNITY RESILIENCE",1,,,,,TRUE
"ATTORNEY AT LAW",23,,,,,TRUE
"ATTORNEY CAMPAIGN FIN BOARD",1,,,,,TRUE
"AUTO BODY WORKER",23,,,,,TRUE
"AUTOMOTIVE SERVICE WORKER",86,2.75975359342916,0.0116279069767442,0,0.674418604651163,FALSE
"AUTOMOTIVE SPECIALIST",1,,,,,TRUE
"BATTALION CHIEF",341,25.6262833675565,0.920821114369501,0.513196480938416,0,FALSE
"BENEFITS OPPORTUNITY SPECIALIST",1468,2.37645448323066,0.0579019073569482,0.0326975476839237,0.591280653950954,FALSE
"BOOKBINDER",3,,,,,TRUE
"BOOKKEEPER",190,10.7323750855578,0.2,0.110526315789474,0.326315789473684,FALSE
"BOROUGH COMMISSIONER",15,,,,,TRUE
"BOROUGH MANAGER OFFICE OF NEIGHBORHOOD SAFETY",5,,,,,TRUE
"BOROUGH PRESIDENT",5,,,,,TRUE
"BRIDGE OPERATOR",64,12.1409993155373,0.328125,0.203125,0.203125,FALSE
"BUDGET ANALYST",467,3.14305270362765,0.0663811563169165,0.0321199143468951,0.635974304068523,FALSE
"BUREAU CHIEF COMMUNITY ENGAGAMENT",1,,,,,TRUE
"BUSINESS DATA AND REPORTING ANALYST",29,,,,,TRUE
