"agency","fiscal_year","n","median_salary","mean_salary","real_median","wage_index","cpi_index","rent_index","suppressed"
"ADMIN FOR CHILDREN'S SVCS",2014,5801,49746,58057.5006033442,65428.0971476308,100,100,100,FALSE
"ADMIN FOR CHILDREN'S SVCS",2015,5864,51990,60528.5460436562,68049.9401840643,104.510915450488,100.484295953631,102.913721782668,FALSE
"ADMIN FOR CHILDREN'S SVCS",2016,5818,53804,62896.5061876934,70020.0199666755,108.157439794154,101.0644595854,106.641178909451,FALSE
"ADMIN FOR CHILDREN'S SVCS",2017,6212,55564,64818.9190276884,71057.1675332822,111.695412696498,102.847025381756,109.624915604859,FALSE
"ADMIN FOR CHILDREN'S SVCS",2018,6502,57916,65468.3798831129,72771.5327539858,116.423431029631,104.675046235713,112.134414076345,FALSE
"ADMIN FOR CHILDREN'S SVCS",2019,7017,57838,67493.912070686,71407.6367531802,116.266634503277,106.530687797474,114.748740835409,FALSE
"ADMIN FOR CHILDREN'S SVCS",2020,6994,60351,70204.7846725765,73215.707950906,121.318296948498,108.414239794744,117.935753675601,FALSE
"ADMIN FOR CHILDREN'S SVCS",2021,6742,60351,70813.1773954316,71735.1205152024,121.318296948498,110.65187123857,119.137579303534,FALSE
"ADMIN FOR CHILDREN'S SVCS",2022,6188,60351,71295.8949579832,68288.255789176,121.318296948498,116.237048769221,119.968709204972,FALSE
"ADMIN FOR CHILDREN'S SVCS",2023,6089,65970,76546.1852520939,70896.32254886,132.613677481607,122.385199421188,125.45294384081,FALSE
"ADMIN FOR CHILDREN'S SVCS",2024,6354,68000,81074.9098205853,70654.7592465529,136.69440759056,126.5824846726,131.901715171281,FALSE
"ADMIN FOR CHILDREN'S SVCS",2025,6341,70156,83332.0952531149,70156,141.028424395931,131.524337931956,138.829406942636,FALSE
"ADMIN TRIALS AND HEARINGS",2014,236,53910,64369.4872881356,70904.7705791174,100,100,100,FALSE
"ADMIN TRIALS AND HEARINGS",2015,238,59785,68578.3655462185,78252.8500462451,110.897792617325,100.484295953631,102.913721782668,FALSE
"ADMIN TRIALS AND HEARINGS",2016,234,60251.5,70916.1239316239,78410.7358750678,111.763123724726,101.0644595854,106.641178909451,FALSE
"ADMIN TRIALS AND HEARINGS",2017,267,61800,72092.1610486891,79031.980303017,114.63550361714,102.847025381756,109.624915604859,FALSE
"ADMIN TRIALS AND HEARINGS",2018,284,61067.5,70999.1126760564,76731.3967893851,113.276757558894,104.675046235713,112.134414076345,FALSE
"ADMIN TRIALS AND HEARINGS",2019,302,63060,73749.1456953642,77854.793970323,116.972732331664,106.530687797474,114.748740835409,FALSE
"ADMIN TRIALS AND HEARINGS",2020,299,64821,76138.6822742475,78638.5545406982,120.239287701725,108.414239794744,117.935753675601,FALSE
"ADMIN TRIALS AND HEARINGS",2021,278,66950,77883.4316546763,79578.9020644695,124.188462251901,110.65187123857,119.137579303534,FALSE
"ADMIN TRIALS AND HEARINGS",2022,313,73130,85641.1696805112,82747.9270577529,135.652012613615,116.237048769221,119.968709204972,FALSE
"ADMIN TRIALS AND HEARINGS",2023,375,86500,94072.4416,92959.4042818916,160.452606195511,122.385199421188,125.45294384081,FALSE
"ADMIN TRIALS AND HEARINGS",2024,413,88732,101811.205690073,92196.1484921343,164.592839918382,126.5824846726,131.901715171281,FALSE
"ADMIN TRIALS AND HEARINGS",2025,453,91678,104897.15,91678,170.057503246151,131.524337931956,138.829406942636,FALSE
"BOARD OF CORRECTION",2015,16,,,,,100.484295953631,102.913721782668,TRUE
"BOARD OF CORRECTION",2016,17,,,,,101.0644595854,106.641178909451,TRUE
"BOARD OF CORRECTION",2017,21,,,,,102.847025381756,109.624915604859,TRUE
"BOARD OF CORRECTION",2018,28,,,,,104.675046235713,112.134414076345,TRUE
"BOARD OF CORRECTION",2019,29,,,,,106.530687797474,114.748740835409,TRUE
"BOARD OF CORRECTION",2020,27,,,,,108.414239794744,117.935753675601,TRUE
"BOARD OF CORRECTION",2021,23,,,,,110.65187123857,119.137579303534,TRUE
"BOARD OF CORRECTION",2022,23,,,,,116.237048769221,119.968709204972,TRUE
"BOARD OF CORRECTION",2023,28,,,,,122.385199421188,125.45294384081,TRUE
"BOARD OF CORRECTION",2024,24,,,,,126.5824846726,131.901715171281,TRUE
"BOARD OF CORRECTION",2025,27,,,,,131.524337931956,138.829406942636,TRUE
"BOARD OF CORRECTIONS",2014,16,,,,,100,100,TRUE
"BOARD OF ELECTION",2014,365,40628,46696.594,53435.708014995,100,100,100,FALSE
"BOARD OF ELECTION",2015,367,43653,50970.0517711172,57137.6041326209,107.445604016934,100.484295953631,102.913721782668,FALSE
"BOARD OF ELECTION",2016,469,39427,48993.2473347548,51309.9272772678,97.0439106035247,101.0644595854,106.641178909451,FALSE
"BOARD OF ELECTION",2017,511,43070,52221.0939334638,55079.4076318923,106.010633060943,102.847025381756,109.624915604859,FALSE
"BOARD OF ELECTION",2018,536,44973.5,52997.6958955224,56509.263904817,110.695825539037,104.675046235713,112.134414076345,FALSE
"BOARD OF ELECTION",2019,540,46782,54893.0259259259,57757.7382099532,115.147189130649,106.530687797474,114.748740835409,FALSE
"BOARD OF ELECTION",2020,681,50000,56677.8898678415,60658.2392594207,123.067834990647,108.414239794744,117.935753675601,FALSE
"BOARD OF ELECTION",2021,717,50000,55593.0334728033,59431.5922811572,123.067834990647,110.65187123857,119.137579303534,FALSE
"BOARD OF ELECTION",2022,704,50000,55818.1789772727,56575.9107464467,123.067834990647,116.237048769221,119.968709204972,FALSE
"BOARD OF ELECTION",2023,691,50000,57863.1664254703,53733.7597005154,123.067834990647,122.385199421188,125.45294384081,FALSE
"BOARD OF ELECTION",2024,693,56275,64749.6897546898,58472.0084794083,138.512848281973,126.5824846726,131.901715171281,FALSE
"BOARD OF ELECTION",2025,699,58796,67189.5851216023,58796,144.717928522201,131.524337931956,138.829406942636,FALSE
"BOROUGH PRESIDENT-BRONX",2014,55,65125,72493.7090909091,85655.2250781863,100,100,100,FALSE
"BOROUGH PRESIDENT-BRONX",2015,56,67726,74478.6071428571,88646.8599520281,103.993857965451,100.484295953631,102.913721782668,FALSE
"BOROUGH PRESIDENT-BRONX",2016,55,67444,76277.4,87770.9877821809,103.56084452975,101.0644595854,106.641178909451,FALSE
"BOROUGH PRESIDENT-BRONX",2017,51,70298,78935.6274509804,89899.5170119983,107.943186180422,102.847025381756,109.624915604859,FALSE
"BOROUGH PRESIDENT-BRONX",2018,50,71546.5,77206.98,89898.2745386948,109.860268714012,104.675046235713,112.134414076345,FALSE
"BOROUGH PRESIDENT-BRONX",2019,53,74195,80088.8867924529,91602.2270635604,113.927063339731,106.530687797474,114.748740835409,FALSE
"BOROUGH PRESIDENT-BRONX",2020,51,74656,82863.9019607843,90570.0302030262,114.634932821497,108.414239794744,117.935753675601,FALSE
"BOROUGH PRESIDENT-BRONX",2021,48,75932.5,84356,90255.7876177795,116.595009596929,110.65187123857,119.137579303534,FALSE
"BOROUGH PRESIDENT-BRONX",2022,52,73828,81807.5384615385,83537.7267717733,113.363531669866,116.237048769221,119.968709204972,FALSE
"BOROUGH PRESIDENT-BRONX",2023,52,81633,87791.4230769231,87728.9601126434,125.348176583493,122.385199421188,125.45294384081,FALSE
"BOROUGH PRESIDENT-BRONX",2024,56,83264,92741.6071428571,86514.6746162497,127.852591170825,126.5824846726,131.901715171281,FALSE
"BOROUGH PRESIDENT-BRONX",2025,55,85698,92498.8545454545,85698,131.590019193858,131.524337931956,138.829406942636,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2014,57,60000,68177.4385964912,78914.6027591735,100,100,100,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2015,59,65000,70347.2711864407,85078.7865351833,108.333333333333,100.484295953631,102.913721782668,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2016,64,66562.5,72074.265625,86623.8119662448,110.9375,101.0644595854,106.641178909451,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2017,61,67423,75432.8196721312,86222.8674428854,112.371666666667,102.847025381756,109.624915604859,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2018,59,68034,75094.8644067797,85484.8135124089,113.39,104.675046235713,112.134414076345,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2019,60,72747,78836.9,89814.5051848888,121.245,106.530687797474,114.748740835409,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2020,63,73671,79291.4603174603,89375.0628896156,122.785,108.414239794744,117.935753675601,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2021,63,76271,82532.873015873,90658.1394975229,127.118333333333,110.65187123857,119.137579303534,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2022,46,90000,90131.6304347826,101836.639343604,150,116.237048769221,119.968709204972,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2023,51,80000,88825.4509803922,85974.0155208246,133.333333333333,122.385199421188,125.45294384081,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2024,54,76870.5,90184.6666666667,79871.568686208,128.1175,126.5824846726,131.901715171281,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2025,60,83761.5,94407.5666666667,83761.5,139.6025,131.524337931956,138.829406942636,FALSE
"BOROUGH PRESIDENT-QUEENS",2014,53,58471,62430.9245283019,76903.5956321939,100,100,100,FALSE
"BOROUGH PRESIDENT-QUEENS",2015,57,57338,64602.4912280702,75049.9609592975,98.0622872877153,100.484295953631,102.913721782668,FALSE
"BOROUGH PRESIDENT-QUEENS",2016,56,59500,67381.1964285714,77432.740837432,101.759846761643,101.0644595854,106.641178909451,FALSE
"BOROUGH PRESIDENT-QUEENS",2017,55,60794,71979.9818181818,77745.4726624857,103.972909647518,102.847025381756,109.624915604859,FALSE
"BOROUGH PRESIDENT-QUEENS",2018,55,64139,72315.5454545454,80590.7407160007,109.69369431,104.675046235713,112.134414076345,FALSE
"BOROUGH PRESIDENT-QUEENS",2019,58,68396,75467.1379310345,84442.6972469745,116.974226539652,106.530687797474,114.748740835409,FALSE
"BOROUGH PRESIDENT-QUEENS",2020,54,70272,76005.1851851852,85251.5157847602,120.182654649313,108.414239794744,117.935753675601,FALSE
"BOROUGH PRESIDENT-QUEENS",2021,67,68000,75251.1641791045,80826.9655023738,116.296967727591,110.65187123857,119.137579303534,FALSE
"BOROUGH PRESIDENT-QUEENS",2022,64,70000,76666.515625,79206.2750450253,119.717466778403,116.237048769221,119.968709204972,FALSE
"BOROUGH PRESIDENT-QUEENS",2023,61,75000,80594.2950819672,80600.6395507731,128.268714405432,122.385199421188,125.45294384081,FALSE
"BOROUGH PRESIDENT-QUEENS",2024,61,79237,85193.0327868852,82330.4582120457,135.515041644576,126.5824846726,131.901715171281,FALSE
"BOROUGH PRESIDENT-QUEENS",2025,63,82064,89095.6825396825,82064,140.349917052898,131.524337931956,138.829406942636,FALSE
"BOROUGH PRESIDENT-STATEN IS",2014,36,60145.5,71983.9444444444,79105.9706708645,100,100,100,FALSE
"BOROUGH PRESIDENT-STATEN IS",2015,36,60173,72881.1388888889,78760.7049566398,100.045722456377,100.484295953631,102.913721782668,FALSE
"BOROUGH PRESIDENT-STATEN IS",2016,37,62190,73932.0810810811,80933.4815576453,103.399256802255,101.0644595854,106.641178909451,FALSE
"BOROUGH PRESIDENT-STATEN IS",2017,41,64056,73544.2682926829,81917.031234467,106.501733296755,102.847025381756,109.624915604859,FALSE
"BOROUGH PRESIDENT-STATEN IS",2018,40,62023,72099.775,77931.9838386709,103.12159679444,104.675046235713,112.134414076345,FALSE
"BOROUGH PRESIDENT-STATEN IS",2019,36,65903.5,77555.4166666667,81365.4204634187,109.573451047876,106.530687797474,114.748740835409,FALSE
"BOROUGH PRESIDENT-STATEN IS",2020,36,66905.5,78678.0555555556,81167.3965354234,111.239411094762,108.414239794744,117.935753675601,FALSE
"BOROUGH PRESIDENT-STATEN IS",2021,33,70000,82161.1212121212,83204.2291936201,116.384434413215,110.65187123857,119.137579303534,FALSE
"BOROUGH PRESIDENT-STATEN IS",2022,29,,,,,116.237048769221,119.968709204972,TRUE
"BOROUGH PRESIDENT-STATEN IS",2023,27,,,,,122.385199421188,125.45294384081,TRUE
"BOROUGH PRESIDENT-STATEN IS",2024,28,,,,,126.5824846726,131.901715171281,TRUE
"BOROUGH PRESIDENT-STATEN IS",2025,27,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #1",2014,2,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #1",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #1",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #1",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #1",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #1",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #1",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #1",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #1",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #1",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #1",2024,2,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #1",2025,3,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #10",2014,2,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #10",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #10",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #10",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #10",2018,3,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #10",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #10",2020,3,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #10",2021,3,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #10",2022,3,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #10",2023,3,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #10",2024,3,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #10",2025,3,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #11",2014,1,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #11",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #11",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #11",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #11",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #11",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #11",2020,3,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #11",2021,3,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #11",2022,3,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #11",2023,3,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #11",2024,3,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #11",2025,3,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #12",2014,2,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #12",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #12",2016,3,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #12",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #12",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #12",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #12",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #12",2021,2,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #12",2022,2,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #12",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #12",2024,2,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #12",2025,2,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #2",2014,3,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #2",2015,3,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #2",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #2",2017,3,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #2",2018,3,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #2",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #2",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #2",2021,2,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #2",2022,2,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #2",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #2",2024,2,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #2",2025,2,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #3",2014,2,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #3",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #3",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #3",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #3",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #3",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #3",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #3",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #3",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #3",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #3",2024,2,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #3",2025,2,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #4",2014,3,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #4",2015,3,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #4",2016,3,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #4",2017,3,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #4",2018,3,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #4",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #4",2020,3,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #4",2021,3,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #4",2022,3,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #4",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #4",2024,3,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #4",2025,2,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #5",2014,3,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #5",2015,3,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #5",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #5",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #5",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #5",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #5",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #5",2021,2,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #5",2022,2,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #5",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #5",2024,2,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #5",2025,2,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #6",2014,2,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #6",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #6",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #6",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #6",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #6",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #6",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #6",2021,2,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #6",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #6",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #6",2024,2,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #6",2025,3,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #7",2014,3,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #7",2015,3,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #7",2016,3,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #7",2017,3,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #7",2018,3,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #7",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #7",2020,3,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #7",2021,3,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #7",2022,3,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #7",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #7",2024,3,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #7",2025,3,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #8",2014,3,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #8",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #8",2016,3,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #8",2017,3,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #8",2018,3,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #8",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #8",2020,3,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #8",2021,3,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #8",2022,3,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #8",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #8",2024,2,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #8",2025,2,,,,,131.524337931956,138.829406942636,TRUE
"BRONX COMMUNITY BOARD #9",2014,2,,,,,100,100,TRUE
"BRONX COMMUNITY BOARD #9",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"BRONX COMMUNITY BOARD #9",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BRONX COMMUNITY BOARD #9",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"BRONX COMMUNITY BOARD #9",2018,3,,,,,104.675046235713,112.134414076345,TRUE
"BRONX COMMUNITY BOARD #9",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"BRONX COMMUNITY BOARD #9",2020,3,,,,,108.414239794744,117.935753675601,TRUE
"BRONX COMMUNITY BOARD #9",2021,3,,,,,110.65187123857,119.137579303534,TRUE
"BRONX COMMUNITY BOARD #9",2022,3,,,,,116.237048769221,119.968709204972,TRUE
"BRONX COMMUNITY BOARD #9",2023,3,,,,,122.385199421188,125.45294384081,TRUE
"BRONX COMMUNITY BOARD #9",2024,3,,,,,126.5824846726,131.901715171281,TRUE
"BRONX COMMUNITY BOARD #9",2025,3,,,,,131.524337931956,138.829406942636,TRUE
"BRONX DA",2014,808,58151,59487.9888613861,76482.7177508117,100,100,100,FALSE
"BRONX DISTRICT ATTORNEY",2015,826,63300,63576.4176755448,82853.6490411862,100,100.484295953631,102.913721782668,FALSE
"BRONX DISTRICT ATTORNEY",2016,840,63300,63941.6154761905,82378.0251262092,100,101.0644595854,106.641178909451,FALSE
"BRONX DISTRICT ATTORNEY",2017,1003,61200,64726.5064805583,78264.6795233761,96.6824644549763,102.847025381756,109.624915604859,FALSE
"BRONX DISTRICT ATTORNEY",2018,999,62937,65466.996996997,79080.4260815251,99.4265402843602,104.675046235713,112.134414076345,FALSE
"BRONX DISTRICT ATTORNEY",2019,1050,70500,70811.9857142855,87040.3262750995,111.374407582938,106.530687797474,114.748740835409,FALSE
"BRONX DISTRICT ATTORNEY",2020,1038,67000,73143.4200385355,81282.0406076237,105.845181674566,108.414239794744,117.935753675601,FALSE
"BRONX DISTRICT ATTORNEY",2021,1033,69454,75320.9661181026,82555.2362059099,109.72195892575,110.65187123857,119.137579303534,FALSE
"BRONX DISTRICT ATTORNEY",2022,959,73579,82838.9666319083,83255.978736256,116.238546603476,116.237048769221,119.968709204972,FALSE
"BRONX DISTRICT ATTORNEY",2023,990,73579,88114.1686868687,79073.5261000844,116.238546603476,122.385199421188,125.45294384081,FALSE
"BRONX DISTRICT ATTORNEY",2024,1019,76068,95143.9293424922,79037.738623041,120.170616113744,126.5824846726,131.901715171281,FALSE
"BRONX DISTRICT ATTORNEY",2025,1149,82600,97835.5361183637,82600,130.489731437599,131.524337931956,138.829406942636,FALSE
"BROOKLYN COMMUNITY BOARD #1",2014,2,,,,,100,100,TRUE
"BROOKLYN COMMUNITY BOARD #1",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"BROOKLYN COMMUNITY BOARD #1",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"BROOKLYN COMMUNITY BOARD #1",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"BROOKLYN COMMUNITY BOARD #1",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"BROOKLYN COMMUNITY BOARD #1",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"BROOKLYN COMMUNITY BOARD #1",2020,3,,,,,108.414239794744,117.935753675601,TRUE
