"title","fiscal_year","n_vet","n_new","median_vet","median_new","n","compression_ratio","experience_premium","suppressed"
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2015,1,0,,,1,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2018,0,1,,,1,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2019,0,2,,,2,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2020,1,2,,,3,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2021,1,0,,,1,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2022,0,3,,,3,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2023,0,3,,,3,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2014,0,1,,,1,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2015,0,1,,,1,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2024,0,1,,,1,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2025,0,1,,,1,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2014,25,2,,,27,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2015,29,0,,,29,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2016,31,1,,,32,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2017,32,4,,,36,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2018,33,4,,,37,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2019,34,4,,,38,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2020,39,3,,,42,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2021,43,2,,,45,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2022,39,2,,,41,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2023,46,2,,,48,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2024,49,1,,,50,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2025,48,1,,,49,,,TRUE
"ADMINISTRATIVE ATTORNEY",2014,3,0,,,3,,,TRUE
"ADMINISTRATIVE ATTORNEY",2015,3,0,,,3,,,TRUE
"ADMINISTRATIVE ATTORNEY",2016,2,0,,,2,,,TRUE
"ADMINISTRATIVE ATTORNEY",2017,2,0,,,2,,,TRUE
"ADMINISTRATIVE ATTORNEY",2018,3,0,,,3,,,TRUE
"ADMINISTRATIVE ATTORNEY",2019,3,0,,,3,,,TRUE
"ADMINISTRATIVE ATTORNEY",2020,2,0,,,2,,,TRUE
"ADMINISTRATIVE ATTORNEY",2021,2,0,,,2,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2014,1,0,,,1,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2015,1,0,,,1,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2016,1,0,,,1,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2021,1,0,,,1,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2022,1,0,,,1,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2023,1,0,,,1,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2024,1,0,,,1,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2025,1,0,,,1,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2014,4,0,,,4,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2015,4,0,,,4,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2016,4,1,,,5,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2017,4,3,,,7,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2018,3,1,,,4,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2019,2,0,,,2,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2020,1,0,,,1,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2021,1,0,,,1,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2022,1,0,,,1,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2023,2,0,,,2,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2024,2,0,,,2,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2025,1,0,,,1,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2014,4,14,,,18,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2015,5,13,,,18,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2016,12,33,,,45,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2017,14,39,,,53,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2018,12,31,,,43,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2019,14,51,,,65,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2020,16,88,,,104,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2021,18,38,,,56,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2022,25,4,,,29,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2023,23,4,,,27,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2024,23,3,,,26,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2025,24,2,,,26,,,TRUE
"ADMINISTRATIVE CHIEF",2014,1,0,,,1,,,TRUE
"ADMINISTRATIVE CHIEF",2015,1,0,,,1,,,TRUE
"ADMINISTRATIVE CHIEF",2016,3,0,,,3,,,TRUE
"ADMINISTRATIVE CHIEF",2017,28,1,,,29,,,TRUE
"ADMINISTRATIVE CHIEF",2018,37,4,,,41,,,TRUE
"ADMINISTRATIVE CHIEF",2019,36,2,,,38,,,TRUE
"ADMINISTRATIVE CHIEF",2020,35,0,,,35,,,TRUE
"ADMINISTRATIVE CHIEF",2021,34,0,,,34,,,TRUE
"ADMINISTRATIVE CHIEF",2022,30,1,,,31,,,TRUE
"ADMINISTRATIVE CHIEF",2023,25,3,,,28,,,TRUE
"ADMINISTRATIVE CHIEF",2024,10,3,,,13,,,TRUE
"ADMINISTRATIVE CHIEF",2025,11,1,,,12,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2014,43,5,,,48,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2015,44,11,,,55,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2016,43,17,,,60,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2017,43,28,,,71,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2018,44,31,121000,115000,75,0.950413223140496,6000,FALSE
"ADMINISTRATIVE CITY PLANNER",2019,73,16,,,89,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2020,80,4,,,84,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2021,83,2,,,85,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2022,83,1,,,84,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2023,85,4,,,89,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2024,90,11,,,101,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2025,102,5,,,107,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2014,21,3,,,24,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2015,19,5,,,24,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2016,21,10,,,31,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2017,22,8,,,30,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2018,17,8,,,25,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2019,19,6,,,25,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2020,17,6,,,23,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2021,17,5,,,22,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2022,11,4,,,15,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2023,11,4,,,15,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2024,10,1,,,11,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2025,11,1,,,12,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2014,7,1,,,8,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2015,9,3,,,12,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2016,19,3,,,22,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2017,18,28,,,46,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2018,25,19,,,44,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2019,39,7,,,46,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2020,35,9,,,44,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2021,36,8,,,44,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2022,38,3,,,41,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2023,36,7,,,43,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2024,41,9,,,50,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2025,49,7,,,56,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2014,39,3,,,42,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2015,44,4,,,48,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2016,31,1,,,32,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2017,33,2,,,35,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2018,35,3,,,38,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2019,40,8,,,48,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2020,40,16,,,56,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2021,38,19,,,57,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2022,35,12,,,47,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2023,32,15,,,47,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2024,32,11,,,43,,,TRUE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2025,24,6,,,30,,,TRUE
"ADMINISTRATIVE CONSULTANT",2017,1,1,,,2,,,TRUE
"ADMINISTRATIVE CONSULTANT",2018,1,1,,,2,,,TRUE
"ADMINISTRATIVE CONSULTANT",2019,3,0,,,3,,,TRUE
"ADMINISTRATIVE CONSULTANT",2020,3,0,,,3,,,TRUE
"ADMINISTRATIVE CONSULTANT",2021,3,0,,,3,,,TRUE
"ADMINISTRATIVE CONSULTANT",2022,4,0,,,4,,,TRUE
"ADMINISTRATIVE CONSULTANT",2023,4,0,,,4,,,TRUE
"ADMINISTRATIVE CONSULTANT",2024,4,0,,,4,,,TRUE
"ADMINISTRATIVE CONSULTANT",2025,3,0,,,3,,,TRUE
"ADMINISTRATIVE CONTRACT SPECIALIST",2019,50,15,,,65,,,TRUE
"ADMINISTRATIVE CONTRACT SPECIALIST",2020,53,7,,,60,,,TRUE
"ADMINISTRATIVE CONTRACT SPECIALIST",2021,53,4,,,57,,,TRUE
"ADMINISTRATIVE CONTRACT SPECIALIST",2022,48,4,,,52,,,TRUE
"ADMINISTRATIVE CONTRACT SPECIALIST",2023,53,7,,,60,,,TRUE
"ADMINISTRATIVE CONTRACT SPECIALIST",2024,55,10,,,65,,,TRUE
"ADMINISTRATIVE CONTRACT SPECIALIST",2025,60,5,,,65,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2014,3,0,,,3,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2015,3,0,,,3,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2016,3,0,,,3,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2017,3,0,,,3,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2018,3,0,,,3,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2019,3,0,,,3,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2020,3,0,,,3,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2021,1,0,,,1,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2022,3,0,,,3,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2023,2,0,,,2,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2024,2,0,,,2,,,TRUE
"ADMINISTRATIVE DEPUTY REGISTER",2025,3,1,,,4,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2014,16,0,,,16,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2015,16,0,,,16,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2016,13,0,,,13,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2017,12,0,,,12,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2018,15,0,,,15,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2019,19,0,,,19,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2020,18,0,,,18,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2021,14,0,,,14,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2022,14,0,,,14,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2023,15,1,,,16,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2024,16,1,,,17,,,TRUE
"ADMINISTRATIVE DIRECTOR OF LABORATORY",2025,16,0,,,16,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2014,1,0,,,1,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2015,1,0,,,1,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2016,1,0,,,1,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2017,1,1,,,2,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2018,1,1,,,2,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2019,1,0,,,1,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2020,1,1,,,2,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2021,1,1,,,2,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2022,1,0,,,1,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2023,1,0,,,1,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2024,2,0,,,2,,,TRUE
"ADMINISTRATIVE DIRECTOR OF MARINE MAINTENANCE",2025,2,0,,,2,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2014,1,2,,,3,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2015,1,3,,,4,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2016,1,1,,,2,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2017,1,2,,,3,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2018,1,2,,,3,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2019,3,6,,,9,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2020,3,9,,,12,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2021,3,5,,,8,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2022,13,3,,,16,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2023,20,3,,,23,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2024,23,2,,,25,,,TRUE
"ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE",2025,25,6,,,31,,,TRUE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2014,251,53,85699,80000,304,0.933499807465665,5699,FALSE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2015,273,75,90058,97200,348,1.07930444824446,-7142,FALSE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2016,289,155,92585,95000,444,1.02608413889939,-2415,FALSE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2017,337,187,97061,88000,524,0.906646335809439,9061,FALSE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2018,367,58,92518,90055,425,0.973378153440412,2463,FALSE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2019,367,13,,,380,,,TRUE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2020,371,32,101803,94500,403,0.928263410704989,7303,FALSE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2021,367,28,,,395,,,TRUE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2022,357,11,,,368,,,TRUE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2023,379,23,,,402,,,TRUE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2024,410,32,119290,127205,442,1.06635090954816,-7915,FALSE
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES",2025,399,32,123096,134643,431,1.09380483525054,-11547,FALSE
"ADMINISTRATIVE EDUCATION ANALYST",2014,197,17,,,214,,,TRUE
"ADMINISTRATIVE EDUCATION ANALYST",2015,222,13,,,235,,,TRUE
"ADMINISTRATIVE EDUCATION ANALYST",2016,232,58,105614,80393,290,0.761196432291174,25221,FALSE
"ADMINISTRATIVE EDUCATION ANALYST",2017,203,78,104886,82805,281,0.789476193200236,22081,FALSE
"ADMINISTRATIVE EDUCATION ANALYST",2018,219,57,104886,84188,276,0.802661937722861,20698,FALSE
"ADMINISTRATIVE EDUCATION ANALYST",2019,229,34,108771,91145,263,0.837953130889667,17626,FALSE
"ADMINISTRATIVE EDUCATION ANALYST",2020,237,5,,,242,,,TRUE
"ADMINISTRATIVE EDUCATION ANALYST",2021,245,4,,,249,,,TRUE
"ADMINISTRATIVE EDUCATION ANALYST",2022,235,7,,,242,,,TRUE
"ADMINISTRATIVE EDUCATION ANALYST",2023,232,3,,,235,,,TRUE
"ADMINISTRATIVE EDUCATION ANALYST",2024,234,1,,,235,,,TRUE
"ADMINISTRATIVE EDUCATION ANALYST",2025,238,8,,,246,,,TRUE
"ADMINISTRATIVE EDUCATION OFFICER",2014,94,49,115213.5,81000,143,0.703042612193884,34213.5,FALSE
"ADMINISTRATIVE EDUCATION OFFICER",2015,94,70,120721.5,84706,164,0.701664575075691,36015.5,FALSE
"ADMINISTRATIVE EDUCATION OFFICER",2016,140,133,113349.5,80393,273,0.709248827740749,32956.5,FALSE
"ADMINISTRATIVE EDUCATION OFFICER",2017,155,165,109081,82805,320,0.759114786259752,26276,FALSE
"ADMINISTRATIVE EDUCATION OFFICER",2018,152,143,107727.5,83369,295,0.77388781880207,24358.5,FALSE
"ADMINISTRATIVE EDUCATION OFFICER",2019,154,113,109391,85872,267,0.785000594198792,23519,FALSE
"ADMINISTRATIVE EDUCATION OFFICER",2020,153,52,112673,88019,205,0.781189814773726,24654,FALSE
"ADMINISTRATIVE EDUCATION OFFICER",2021,157,2,,,159,,,TRUE
"ADMINISTRATIVE EDUCATION OFFICER",2022,154,8,,,162,,,TRUE
"ADMINISTRATIVE EDUCATION OFFICER",2023,162,9,,,171,,,TRUE
"ADMINISTRATIVE EDUCATION OFFICER",2024,163,4,,,167,,,TRUE
"ADMINISTRATIVE EDUCATION OFFICER",2025,185,7,,,192,,,TRUE
"ADMINISTRATIVE ENERGY CONSERVATION SPECIALIST",2024,0,1,,,1,,,TRUE
"ADMINISTRATIVE ENERGY CONSERVATION SPECIALIST",2025,0,4,,,4,,,TRUE
"ADMINISTRATIVE ENGINEER",2014,267,33,112140,99162,300,0.884269662921348,12978,FALSE
"ADMINISTRATIVE ENGINEER",2015,254,38,118677.5,107108,292,0.902513113269154,11569.5,FALSE
"ADMINISTRATIVE ENGINEER",2016,265,37,123485,117039,302,0.947799327853585,6446,FALSE
"ADMINISTRATIVE ENGINEER",2017,275,33,126959,118450,308,0.932978363093597,8509,FALSE
"ADMINISTRATIVE ENGINEER",2018,367,14,,,381,,,TRUE
"ADMINISTRATIVE ENGINEER",2019,383,29,,,412,,,TRUE
"ADMINISTRATIVE ENGINEER",2020,373,28,,,401,,,TRUE
"ADMINISTRATIVE ENGINEER",2021,376,13,,,389,,,TRUE
"ADMINISTRATIVE ENGINEER",2022,352,11,,,363,,,TRUE
"ADMINISTRATIVE ENGINEER",2023,346,19,,,365,,,TRUE
"ADMINISTRATIVE ENGINEER",2024,341,18,,,359,,,TRUE
"ADMINISTRATIVE ENGINEER",2025,332,12,,,344,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2014,6,0,,,6,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2015,6,0,,,6,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2016,7,0,,,7,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2017,8,0,,,8,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2018,8,0,,,8,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2019,8,0,,,8,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2020,11,1,,,12,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2021,11,1,,,12,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2022,9,0,,,9,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2023,11,0,,,11,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2024,13,1,,,14,,,TRUE
"ADMINISTRATIVE FIRE PROTECTION INSPECTOR",2025,13,2,,,15,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2014,5,2,,,7,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2015,5,4,,,9,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2016,6,3,,,9,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2017,7,3,,,10,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2018,6,3,,,9,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2019,6,1,,,7,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2020,7,1,,,8,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2021,7,1,,,8,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2022,7,0,,,7,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2023,7,11,,,18,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2024,9,12,,,21,,,TRUE
"ADMINISTRATIVE GRAPHIC ARTIST",2025,12,7,,,19,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2014,12,2,,,14,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2015,13,2,,,15,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2016,15,3,,,18,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2017,19,4,,,23,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2018,18,3,,,21,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2019,20,1,,,21,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2020,17,1,,,18,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2021,15,3,,,18,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2022,17,1,,,18,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2023,18,2,,,20,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2024,24,4,,,28,,,TRUE
"ADMINISTRATIVE HORTICULTURIST",2025,26,1,,,27,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2014,14,3,,,17,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2015,15,4,,,19,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2016,15,6,,,21,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2017,16,10,,,26,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2018,13,14,,,27,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2019,15,5,,,20,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2020,14,2,,,16,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2021,13,1,,,14,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2022,13,2,,,15,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2023,12,3,,,15,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2024,14,3,,,17,,,TRUE
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST",2025,17,2,,,19,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2014,40,0,,,40,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2015,39,0,,,39,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2016,35,0,,,35,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2017,30,0,,,30,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2018,25,0,,,25,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2019,25,0,,,25,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2020,25,0,,,25,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2021,29,0,,,29,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2022,32,0,,,32,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2023,30,1,,,31,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2024,33,1,,,34,,,TRUE
"ADMINISTRATIVE HOUSING MANAGER",2025,31,0,,,31,,,TRUE
"ADMINISTRATIVE HOUSING SUPERINTENDENT",2014,61,0,,,61,,,TRUE
"ADMINISTRATIVE HOUSING SUPERINTENDENT",2015,62,3,,,65,,,TRUE
"ADMINISTRATIVE HOUSING SUPERINTENDENT",2016,56,2,,,58,,,TRUE
"ADMINISTRATIVE HOUSING SUPERINTENDENT",2017,55,0,,,55,,,TRUE
"ADMINISTRATIVE HOUSING SUPERINTENDENT",2018,45,1,,,46,,,TRUE
"ADMINISTRATIVE HOUSING SUPERINTENDENT",2019,48,1,,,49,,,TRUE
"ADMINISTRATIVE HOUSING SUPERINTENDENT",2020,53,1,,,54,,,TRUE
