"name","male","female","total","common","male_weight","female_weight"
"JAMES",5250638,23882,5274520,TRUE,0.995472194626241,0.00452780537375913
"JOHN",5182633,21744,5204377,TRUE,0.995821978307874,0.00417802169212569
"ROBERT",4849730,20119,4869849,TRUE,0.99586866040405,0.00413133959595051
"MICHAEL",4426753,21880,4448633,TRUE,0.995081635189956,0.00491836481004389
"WILLIAM",4199696,16029,4215725,TRUE,0.996197807020145,0.00380219297985519
"MARY",15173,4141481,4156654,TRUE,0.00365029179720034,0.9963497082028
"DAVID",3676654,12959,3689613,TRUE,0.996487707518377,0.00351229248162341
"JOSEPH",2669490,10723,2680213,TRUE,0.995999198571158,0.00400080142884166
"RICHARD",2577552,9530,2587082,TRUE,0.996316313128072,0.00368368687192752
"CHARLES",2434659,12476,2447135,TRUE,0.994901793321578,0.00509820667842191
"THOMAS",2358576,8511,2367087,TRUE,0.996404441408364,0.00359555859163605
"CHRISTOPHER",2069596,9507,2079103,TRUE,0.995427354969908,0.0045726450300923
"DANIEL",1982812,8279,1991091,TRUE,0.995841978091408,0.00415802190859182
"ELIZABETH",5216,1688757,1693973,TRUE,0.0030791517928562,0.996920848207144
"MATTHEW",1654075,5580,1659655,TRUE,0.996637855457911,0.00336214454208857
"PATRICIA",4961,1573623,1578584,TRUE,0.00314268990436999,0.99685731009563
"GEORGE",1487297,9963,1497260,TRUE,0.993345845077007,0.00665415492299267
"ANTHONY",1488042,7114,1495156,TRUE,0.995241968062196,0.00475803193780448
"JENNIFER",4837,1471703,1476540,TRUE,0.00327590177035502,0.996724098229645
"LINDA",3756,1455143,1458899,TRUE,0.00257454422821594,0.997425455771784
"BARBARA",4136,1436695,1440831,TRUE,0.00287056566661878,0.997129434333381
"DONALD",1414824,5563,1420387,TRUE,0.996083461760774,0.00391653823922635
"PAUL",1398293,5842,1404135,TRUE,0.995839431393705,0.00416056860629498
"MARK",1362176,4496,1366672,TRUE,0.996710256740462,0.0032897432595385
"ANDREW",1329454,4961,1334415,TRUE,0.996282266011698,0.00371773398830199
"EDWARD",1303594,5361,1308955,TRUE,0.995904366460268,0.00409563353973208
"STEVEN",1293124,4466,1297590,TRUE,0.996558234881588,0.00344176511841182
"KENNETH",1283974,5338,1289312,TRUE,0.995859807401157,0.00414019259884341
"MARGARET",3745,1264774,1268519,TRUE,0.00295226165315616,0.997047738346844
"JOSHUA",1248929,4953,1253882,TRUE,0.996049867531394,0.0039501324686055
"KEVIN",1184507,5337,1189844,TRUE,0.995514538040281,0.00448546195971909
"BRIAN",1173735,4563,1178298,TRUE,0.996127465208292,0.00387253479170804
"SUSAN",2541,1123481,1126022,TRUE,0.00225661665580246,0.997743383344198
"DOROTHY",3677,1112231,1115908,TRUE,0.00329507450434982,0.99670492549565
"SARAH",3340,1098498,1101838,TRUE,0.00303129861195566,0.996968701388044
"TIMOTHY",1084192,4328,1088520,TRUE,0.996023959137177,0.00397604086282292
"RONALD",1082247,3844,1086091,TRUE,0.996460701727572,0.00353929827242837
"JASON",1052030,5028,1057058,TRUE,0.995243401970374,0.00475659802962562
"JESSICA",3578,1050729,1054307,TRUE,0.00339369841990995,0.99660630158009
"HELEN",3105,1024202,1027307,TRUE,0.00302246553367202,0.996977534466328
"NANCY",2945,1004448,1007393,TRUE,0.00292338739697417,0.997076612603026
"BETTY",3619,1001238,1004857,TRUE,0.00360150747817849,0.996398492521822
"RYAN",964123,27624,991747,TRUE,0.972146121944407,0.0278538780555928
"KAREN",2785,987989,990774,TRUE,0.00281093367407703,0.997189066325923
"JACOB",988227,2305,990532,TRUE,0.997672967657784,0.0023270323422161
"JEFFREY",979601,3498,983099,TRUE,0.996441863942492,0.00355813605750794
"LISA",2783,967229,970012,TRUE,0.00286903667171128,0.997130963328289
"NICHOLAS",926047,3152,929199,TRUE,0.996607831045879,0.0033921689541207
"FRANK",915978,4611,920589,TRUE,0.994991250167013,0.00500874983298736
"ANNA",2756,914859,917615,TRUE,0.00300343826114438,0.996996561738856
"GARY",902152,3286,905438,TRUE,0.996370817217744,0.00362918278225566
"EMILY",1809,896487,898296,TRUE,0.00201381281893719,0.997986187181063
"ERIC",888891,4293,893184,TRUE,0.995193599527085,0.00480640047291488
"SANDRA",2692,875531,878223,TRUE,0.00306528068611275,0.996934719313887
"ASHLEY",15865,859857,875722,TRUE,0.0181164798874529,0.981883520112547
"JONATHAN",870866,3574,874440,TRUE,0.995912812771602,0.0040871872283976
"STEPHEN",864739,2930,867669,TRUE,0.996623136242046,0.00337686375795378
"KIMBERLY",4273,846393,850666,TRUE,0.00502312305887387,0.994976876941126
"RUTH",2779,836122,838901,TRUE,0.00331266740652353,0.996687332593476
"DONNA",2233,831641,833874,TRUE,0.00267786260274334,0.997322137397257
"BENJAMIN",826830,2482,829312,TRUE,0.997007157740392,0.00299284225960796
"CAROL",8656,816928,825584,TRUE,0.0104846993158782,0.989515300684122
"SAMUEL",820196,2889,823085,TRUE,0.996490034443587,0.00350996555641276
"MICHELLE",3250,816510,819760,TRUE,0.00396457499756026,0.99603542500244
"LARRY",807588,3560,811148,TRUE,0.995611158506216,0.00438884149378412
"LAURA",2579,801811,804390,TRUE,0.00320615621775507,0.996793843782245
"JUSTIN",790469,3804,794273,TRUE,0.995210714703886,0.00478928529611355
"AMANDA",2136,790638,792774,TRUE,0.00269433659529702,0.997305663404703
"RAYMOND",779794,3517,783311,TRUE,0.995510084755608,0.00448991524439207
"EMMA",1733,776439,778172,TRUE,0.0022270140791496,0.99777298592085
"SCOTT",774997,2608,777605,TRUE,0.996646112100617,0.00335388789938336
"BRANDON",770509,4145,774654,TRUE,0.994649224040668,0.00535077595933152
"HENRY",768945,4619,773564,TRUE,0.994028936196617,0.00597106380338278
"MELISSA",2495,760128,762623,TRUE,0.00327160340036951,0.99672839659963
"JACK",756943,2734,759677,TRUE,0.996401102047317,0.00359889795268252
"REBECCA",2114,755992,758106,TRUE,0.00278852825330495,0.997211471746695
"STEPHANIE",2638,745148,747786,TRUE,0.00352774724319525,0.996472252756805
"DEBORAH",1658,742820,744478,TRUE,0.00222706379503491,0.997772936204965
"ALEXANDER",736123,4545,740668,TRUE,0.993863647410176,0.00613635258982432
"SHARON",3106,723024,726130,TRUE,0.00427747097627147,0.995722529023728
"KATHLEEN",1691,713645,715336,TRUE,0.00236392408602391,0.997636075913976
"GREGORY",711893,2860,714753,TRUE,0.995998617704298,0.00400138229570215
"CYNTHIA",1959,711453,713412,TRUE,0.00274595885687373,0.997254041143126
"AMY",1853,701631,703484,TRUE,0.00263403289911356,0.997365967100886
"SHIRLEY",9551,686383,695934,TRUE,0.0137240025634615,0.986275997436538
"PATRICK",686590,2834,689424,TRUE,0.995889322100768,0.00411067789923182
"ANGELA",2135,673257,675392,TRUE,0.00316112716763006,0.99683887283237
"CATHERINE",1822,667789,669611,TRUE,0.0027209827795541,0.997279017220446
"VIRGINIA",2009,652959,654968,TRUE,0.00306732542658573,0.996932674573414
"KATHERINE",1824,650926,652750,TRUE,0.00279433167368824,0.997205668326312
"EVELYN",1906,639756,641662,TRUE,0.00297041121338025,0.99702958878662
"WALTER",631172,3632,634804,TRUE,0.994278548969446,0.00572145103055431
"JERRY",615102,17314,632416,TRUE,0.972622451044882,0.0273775489551181
"DENNIS",621000,2692,623692,TRUE,0.995683766987552,0.00431623301244845
"TYLER",603970,17523,621493,TRUE,0.971804992172076,0.028195007827924
"AARON",614462,4395,618857,TRUE,0.992898197806601,0.00710180219339848
"BRENDA",2119,608478,610597,TRUE,0.00347037407651855,0.996529625923481
"FRANCES",5024,595697,600721,TRUE,0.00836328345438232,0.991636716545618
"JOSE",592512,4220,596732,TRUE,0.992928148649645,0.00707185135035493
"NICOLE",1965,594500,596465,TRUE,0.00329440956300873,0.996705590436991
"PAMELA",1386,595076,596462,TRUE,0.00232370209669686,0.997676297903303
"WILLIE",450188,146197,596385,TRUE,0.754861373106299,0.245138626893701
"SAMANTHA",1205,592847,594052,TRUE,0.00202844195457637,0.997971558045424
"PETER",589588,1943,591531,TRUE,0.996715303170924,0.00328469682907574
"ALICE",1959,588147,590106,TRUE,0.00331974255472746,0.996680257445273
"NATHAN",587497,1774,589271,TRUE,0.996989500586318,0.00301049941368233
"CHRISTINE",2030,586465,588495,TRUE,0.00344947705587983,0.99655052294412
"ADAM",580378,2075,582453,TRUE,0.996437480792442,0.00356251920755838
"RACHEL",1791,573957,575748,TRUE,0.0031107359469768,0.996889264053023
"MARIA",4278,566111,570389,TRUE,0.00750014463813292,0.992499855361867
"OLIVIA",791,567345,568136,TRUE,0.00139227227283608,0.998607727727164
"DOUGLAS",560013,2073,562086,TRUE,0.996311952263533,0.00368804773646737
"CAROLYN",1620,556777,558397,TRUE,0.00290116171827571,0.997098838281724
"JANET",1515,556776,558291,TRUE,0.00271363858632863,0.997286361413671
"KELLY",82400,473965,556365,TRUE,0.148104212162879,0.851895787837121
"HAROLD",551632,2648,554280,TRUE,0.995222631161146,0.00477736883885401
"MARTHA",1991,551741,553732,TRUE,0.00359560220467663,0.996404397795323
"ZACHARY",551752,1529,553281,TRUE,0.997236485619423,0.00276351438057696
"ARTHUR",548729,3201,551930,TRUE,0.994200351493849,0.00579964850615114
"DEBRA",1146,550695,551841,TRUE,0.00207668513213045,0.99792331486787
"MARIE",2193,540077,542270,TRUE,0.00404411086728014,0.99595588913272
"JORDAN",401196,135599,536795,TRUE,0.747391462290073,0.252608537709927
"GRACE",1405,534935,536340,TRUE,0.00261960696573069,0.997380393034269
"NOAH",529602,5020,534622,TRUE,0.990610188132924,0.00938981186707618
"VICTORIA",1276,527915,529191,TRUE,0.00241122770417486,0.997588772295825
"HEATHER",1477,525910,527387,TRUE,0.00280059993894427,0.997199400061056
"TERRY",424523,96955,521478,TRUE,0.814076528635916,0.185923471364084
"DIANE",1383,518651,520034,TRUE,0.0026594414980559,0.997340558501944
"JULIE",1524,511253,512777,TRUE,0.00297205217862736,0.997027947821373
"JOYCE",2900,509332,512232,TRUE,0.0056614971341111,0.994338502865889
"CARL",504827,3190,508017,TRUE,0.993720682575583,0.0062793174244169
"ROSE",2118,500586,502704,TRUE,0.00421321493363888,0.995786785066361
"KYLE",485780,8933,494713,TRUE,0.981943065979669,0.018056934020331
"ALBERT",491861,2559,494420,TRUE,0.994824238501679,0.00517576149832127
"JOAN",7701,481238,488939,TRUE,0.0157504310353643,0.984249568964636
"ETHAN",487389,755,488144,TRUE,0.998453325248287,0.00154667475171261
"JEAN",25039,458436,483475,TRUE,0.0517896478618336,0.948210352138166
"CHRISTINA",1989,479718,481707,TRUE,0.00412906600900547,0.995870933990995
"LAUREN",5818,475577,481395,TRUE,0.0120857092408521,0.987914290759148
"JULIA",1743,476250,477993,TRUE,0.00364649691522679,0.996353503084773
"LILLIAN",1429,475028,476457,TRUE,0.00299922133581834,0.997000778664182
"CHRISTIAN",453968,19875,473843,TRUE,0.958055727318964,0.0419442726810357
"ANN",1364,470261,471625,TRUE,0.00289212827988338,0.997107871720117
"HANNAH",721,465685,466406,TRUE,0.0015458634751697,0.99845413652483
"DORIS",3241,462548,465789,TRUE,0.00695808617206503,0.993041913827935
"JOE",453255,11319,464574,TRUE,0.975635743713596,0.0243642562864043
"LAWRENCE",461170,2187,463357,TRUE,0.995280097203668,0.00471990279633199
"KATHRYN",1092,455423,456515,TRUE,0.00239203531099745,0.997607964689003
"JUDITH",1241,454714,455955,TRUE,0.00272175982278953,0.99727824017721
"CHARLOTTE",771,453433,454204,TRUE,0.00169747514332767,0.998302524856672
"MILDRED",1583,451415,452998,TRUE,0.00349449666444443,0.996505503335556
"ANDREA",6029,445419,451448,TRUE,0.0133548049830767,0.986645195016923
"GERALD",448966,2385,451351,TRUE,0.994715864150074,0.00528413584992611
"JEREMY",446425,2312,448737,TRUE,0.994847761606464,0.00515223839353563
"JESSE",432428,12492,444920,TRUE,0.971923042344691,0.0280769576553088
"ROGER",442142,1688,443830,TRUE,0.996196741995809,0.00380325800419079
"AUSTIN",438042,5681,443723,TRUE,0.987196967477458,0.0128030325225422
"TAYLOR",113541,330145,443686,TRUE,0.25590395009083,0.74409604990917
"MEGAN",1104,440065,441169,TRUE,0.00250244237469088,0.997497557625309
"CHERYL",978,439539,440517,TRUE,0.00222011863333311,0.997779881366667
"KEITH",437907,2216,440123,TRUE,0.994965043862738,0.00503495613726163
"SOPHIA",511,439108,439619,TRUE,0.00116237014323767,0.998837629856762
"SARA",1248,436193,437441,TRUE,0.00285295617008922,0.997147043829911
"DYLAN",418679,16272,434951,TRUE,0.962588889323165,0.0374111106768349
"MADISON",7869,419806,427675,TRUE,0.0183994855906939,0.981600514409306
"JACQUELINE",1391,426088,427479,TRUE,0.00325396101328954,0.99674603898671
"SEAN",423637,2969,426606,TRUE,0.993040416684247,0.00695958331575271
"HARRY",423866,2017,425883,TRUE,0.995263957471888,0.00473604252811218
"LOGAN",387999,31838,419837,TRUE,0.92416580720613,0.07583419279387
"ISABELLA",453,417001,417454,TRUE,0.00108514950150196,0.998914850498498
"TERESA",1165,416044,417209,TRUE,0.00279236545712101,0.997207634542879
"GLORIA",1737,415281,417018,TRUE,0.00416528782930233,0.995834712170698
"RALPH",414018,1840,415858,TRUE,0.995575412761087,0.00442458723891328
"ABIGAIL",672,413263,413935,TRUE,0.00162344329423702,0.998376556705763
"ALEXIS",68075,344557,412632,TRUE,0.16497751022703,0.83502248977297
"ROY",408638,2693,411331,TRUE,0.993452961240461,0.00654703875953915
"LOUIS",406470,2847,409317,TRUE,0.993044510733734,0.00695548926626551
"JANICE",1157,406448,407605,TRUE,0.00283853240269378,0.997161467597306
"THERESA",1218,404613,405831,TRUE,0.00300124928849694,0.996998750711503
"GABRIEL",395778,6849,402627,TRUE,0.982989218308757,0.0170107816912428
"BRYAN",389589,1717,391306,TRUE,0.995612129637675,0.00438787036232514
"BILLY",384233,5432,389665,TRUE,0.986059820615144,0.0139401793848562
"BRUCE",386880,1395,388275,TRUE,0.996407185628743,0.00359281437125748
"JUDY",1094,382979,384073,TRUE,0.00284841683742414,0.997151583162576
"LESLIE",112989,270429,383418,TRUE,0.294688825250771,0.705311174749229
"EUGENE",380708,2632,383340,TRUE,0.99313403245161,0.00686596754839046
"BEVERLY",4632,378561,383193,TRUE,0.012087903484667,0.987912096515333
"ELIJAH",380611,1304,381915,TRUE,0.996585627692026,0.00341437230797429
"JANE",1133,379876,381009,TRUE,0.00297368303635872,0.997026316963641
"NATALIE",769,379062,379831,TRUE,0.00202458461789585,0.997975415382104
"RUBY",3114,376570,379684,TRUE,0.00820155708431222,0.991798442915688
"AMBER",978,374690,375668,TRUE,0.00260336254352247,0.997396637456478
"MARILYN",1066,373791,374857,TRUE,0.0028437510837466,0.997156248916253
"DENISE",1367,373422,374789,TRUE,0.00364738559562847,0.996352614404372
"DANIELLE",1895,371803,373698,TRUE,0.00507093963574865,0.994929060364251
"DIANA",1284,368487,369771,TRUE,0.00347241941634147,0.996527580583659
"JUAN",365606,2760,368366,TRUE,0.992507451827802,0.0074925481721983
"ANGEL",265886,100288,366174,TRUE,0.726119276628051,0.273880723371949
"VINCENT",363296,1420,364716,TRUE,0.996106559624475,0.00389344037552507
"ALAN",363313,1076,364389,TRUE,0.997047111740475,0.00295288825952485
"ANNIE",1927,360253,362180,TRUE,0.00532055883814678,0.994679441161853
"BRITTANY",1078,360673,361751,TRUE,0.00297995029730395,0.997020049702696
"RUSSELL",359780,1696,361476,TRUE,0.995308125574035,0.00469187442596466
"JAMIE",88654,270936,359590,TRUE,0.246541894935899,0.753458105064101
"LIAM",358536,549,359085,TRUE,0.998471114081624,0.00152888591837587
"IRENE",1350,355462,356812,TRUE,0.00378350503906819,0.996216494960932
"WAYNE",354818,1604,356422,TRUE,0.995499716628042,0.00450028337195796
"ELLA",901,351313,352214,TRUE,0.00255810388002748,0.997441896119972
"HOWARD",346666,1676,348342,TRUE,0.995188636454978,0.00481136354502185
"SHANNON",52379,295782,348161,TRUE,0.150444765496423,0.849555234503577
"KAYLA",574,346570,347144,TRUE,0.00165349249879013,0.99834650750121
"MASON",342583,3348,345931,TRUE,0.990321769370192,0.00967823062980768
"FRED",343655,2029,345684,TRUE,0.994130477545967,0.00586952245403316
"PHILIP",344036,1137,345173,TRUE,0.9967059996002,0.00329400039979952
"CAMERON",312661,32235,344896,TRUE,0.906537043050659,0.0934629569493412
"AVA",344,344097,344441,TRUE,0.000998719664616001,0.999001280335384
"LORI",853,341911,342764,TRUE,0.0024885927343595,0.99751140726564
"FLORENCE",1454,339093,340547,TRUE,0.00426960155279594,0.995730398447204
"TIFFANY",1190,338864,340054,TRUE,0.00349944420592024,0.99650055579408
"SHAWN",306542,33055,339597,TRUE,0.902664040023911,0.0973359599760893
"ROBIN",46952,291961,338913,TRUE,0.138537028676976,0.861462971323024
"LOUISE",2196,336466,338662,TRUE,0.00648434131966385,0.993515658680336
"ELEANOR",645,336678,337323,TRUE,0.00191211390862764,0.998087886091372
"LOIS",2644,332950,335594,TRUE,0.00787856755484305,0.992121432445157
"KATHY",739,334131,334870,TRUE,0.00220682652969809,0.997793173470302
"RANDY",329468,5004,334472,TRUE,0.985039106412495,0.0149608935875051
"TAMMY",1392,332015,333407,TRUE,0.00417507730791495,0.995824922692085
"CRYSTAL",1184,332114,333298,TRUE,0.0035523765519145,0.996447623448085
"BONNIE",4037,328675,332712,TRUE,0.0121336170622039,0.987866382937796
"JOSEPHINE",991,331467,332458,TRUE,0.00298082765341788,0.997019172346582
"ISAAC",331508,784,332292,TRUE,0.997640629326014,0.00235937067398553
"VICTOR",330413,1807,332220,TRUE,0.994560833182831,0.00543916681716935
"LUCAS",331092,536,331628,TRUE,0.998383731168659,0.00161626883134114
"ERIN",9478,316575,326053,TRUE,0.0290688937074647,0.970931106292535
"ANNE",826,325128,325954,TRUE,0.00253409990366739,0.997465900096333
"CALEB",324350,653,325003,TRUE,0.997990787777344,0.00200921222265641
"BOBBY",315053,9675,324728,TRUE,0.970205833805523,0.0297941661944766
"LUKE",323020,565,323585,TRUE,0.998253936369115,0.00174606363088524
"PHYLLIS",871,322496,323367,TRUE,0.00269353397223588,0.997306466027764
"ALLISON",3825,319119,322944,TRUE,0.0118441587395957,0.988155841260404
"JOHNNY",317918,3778,321696,TRUE,0.98825599323585,0.01174400676415
"FRANCIS",290490,29832,320322,TRUE,0.906868713357184,0.0931312866428157
"THEODORE",317206,969,318175,TRUE,0.996954506167989,0.00304549383201069
"MARTIN",315561,1476,317037,TRUE,0.995344391979485,0.00465560802051496
"ALYSSA",432,314606,315038,TRUE,0.0013712631492074,0.998628736850793
"BRADLEY",313008,1949,314957,TRUE,0.993811853681614,0.00618814631838632
"TRACY",61501,251393,312894,TRUE,0.196555382973147,0.803444617026853
"PHILLIP",311561,1330,312891,TRUE,0.995749318452752,0.00425068154724808
"TRAVIS",308571,2116,310687,TRUE,0.993189286967269,0.00681071303273069
"MIA",391,310219,310610,TRUE,0.00125881330285567,0.998741186697144
"CARLOS",307036,2040,309076,TRUE,0.993399681631702,0.00660031836829776
"AUDREY",2929,305883,308812,TRUE,0.00948473504915612,0.990515264950844
"HAZEL",2889,302580,305469,TRUE,0.00945758816770278,0.990542411832297
"CLARENCE",303564,1859,305423,TRUE,0.993913359504687,0.00608664049531306
"ERNEST",302499,1855,304354,TRUE,0.99390512363892,0.00609487636107953
"STANLEY",301425,1437,302862,TRUE,0.995255264774055,0.00474473522594449
"CLARA",1016,300524,301540,TRUE,0.0033693705644359,0.996630629435564
"CRAIG",299616,1012,300628,TRUE,0.99663371342656,0.0033662865734396
"DALE",278156,21887,300043,TRUE,0.927053788956916,0.0729462110430838
"JACKSON",297220,778,297998,TRUE,0.997389244223116,0.00261075577688441
"CODY",292009,5168,297177,TRUE,0.982609690521137,0.0173903094788628
"EDNA",1042,295116,296158,TRUE,0.00351839220956381,0.996481607790436
"ALEX",286169,9822,295991,TRUE,0.96681655861158,0.0331834413884206
"LEE",233627,62299,295926,TRUE,0.789477774849118,0.210522225150882
"LEONARD",294334,1412,295746,TRUE,0.99522563280653,0.00477436719347007
"LUIS",292959,1541,294500,TRUE,0.99476740237691,0.00523259762308998
"PEGGY",798,292765,293563,TRUE,0.00271832621958489,0.997281673780415
"TINA",904,292146,293050,TRUE,0.00308479781607234,0.996915202183928
"EVAN",287701,4725,292426,TRUE,0.983842066026961,0.0161579339730393
"EARL",289174,2247,291421,TRUE,0.992289505560684,0.00771049443931632
"JIMMY",288737,2218,290955,TRUE,0.992376828031826,0.00762317196817377
"DAWN",1039,289641,290680,TRUE,0.00357437732214119,0.996425622677859
"DANNY",286648,1693,288341,TRUE,0.994128479820768,0.00587152017923223
"NATHANIEL",287103,1162,288265,TRUE,0.995968986869721,0.00403101313027943
"ADRIAN",272265,15717,287982,TRUE,0.945423672312853,0.0545763276871471
"EVA",1007,284761,285768,TRUE,0.00352383751854651,0.996476162481453
"RITA",778,284452,285230,TRUE,0.00272762332152999,0.99727237667847
"TODD",282330,1060,283390,TRUE,0.996259571615089,0.00374042838491125
"JOEL",279655,2595,282250,TRUE,0.990806023029229,0.00919397697077059
"WANDA",972,281214,282186,TRUE,0.00344453658225426,0.996555463417746
"PAULA",913,280856,281769,TRUE,0.00324024289400182,0.996759757105998
"COURTNEY",23033,258399,281432,TRUE,0.0818421501463941,0.918157849853606
"AMELIA",284,281130,281414,TRUE,0.00100918930827891,0.998990810691721
"JESSIE",111331,170036,281367,TRUE,0.395678953111061,0.604321046888939
"ETHEL",1490,278922,280412,TRUE,0.00531360997389555,0.994686390026104
"NORMA",1278,278071,279349,TRUE,0.00457492240888637,0.995425077591114
"HUNTER",262238,14384,276622,TRUE,0.948001243574264,0.0519987564257362
"JAYDEN",253989,22071,276060,TRUE,0.920049989132797,0.0799500108672028
"ELLEN",745,275284,276029,TRUE,0.0026989917726036,0.997301008227396
"MARJORIE",594,274017,274611,TRUE,0.00216305974633208,0.997836940253668
"VALERIE",693,273229,273922,TRUE,0.00252991727572083,0.997470082724279
"CONNIE",6957,266783,273740,TRUE,0.0254146270183386,0.974585372981661
"ALLEN",271796,1866,273662,TRUE,0.99318136971885,0.00681863028114974
"ESTHER",972,271234,272206,TRUE,0.00357082503692057,0.99642917496308
"EDITH",825,270880,271705,TRUE,0.00303638136950001,0.9969636186305
"OLIVER",269903,777,270680,TRUE,0.997129451751145,0.00287054824885474
"MORGAN",45643,223626,269269,TRUE,0.169507072852798,0.830492927147202
"JULIAN",264985,3306,268291,TRUE,0.987677559068325,0.0123224409316749
"GLADYS",1023,266718,267741,TRUE,0.0038208567234753,0.996179143276525
"CARRIE",1190,266350,267540,TRUE,0.00444793301936159,0.995552066980638
"FREDERICK",266060,1105,267165,TRUE,0.995863979188891,0.00413602081110924
"BRIANNA",438,264799,265237,TRUE,0.001651353317976,0.998348646682024
"ANTONIO",262995,1975,264970,TRUE,0.99254632599917,0.00745367400083028
"ELAINE",653,262890,263543,TRUE,0.0024777740254911,0.997522225974509
"WENDY",951,262325,263276,TRUE,0.00361217885413027,0.99638782114587
"MELANIE",614,262640,263254,TRUE,0.00233234822642771,0.997667651773572
"CURTIS",260554,2322,262876,TRUE,0.991166938024011,0.00883306197598868
"VANESSA",984,261622,262606,TRUE,0.00374705833073121,0.996252941669269
"LEO",259988,2136,262124,TRUE,0.991851184935374,0.0081488150646259
"MARION",72495,189218,261713,TRUE,0.277001906668755,0.722998093331245
"AIDEN",257765,2147,259912,TRUE,0.991739511834775,0.00826048816522515
"JASMINE",1263,258626,259889,TRUE,0.0048597670543963,0.995140232945604
"IAN",257664,815,258479,TRUE,0.996846939209762,0.00315306079023828
"CINDY",771,257294,258065,TRUE,0.00298761939821363,0.997012380601786
"LEAH",466,256488,256954,TRUE,0.00181355417701223,0.998186445822988
"MARVIN",254192,1615,255807,TRUE,0.993686646573393,0.00631335342660678
"NORMAN",253160,1602,254762,TRUE,0.993711778051672,0.00628822194832824
"CHLOE",352,254389,254741,TRUE,0.00138179562771599,0.998618204372284
"ISAIAH",254020,690,254710,TRUE,0.997291036865455,0.00270896313454517
"TONY",251595,2888,254483,TRUE,0.988651501279064,0.0113484987209362
"MONICA",983,251274,252257,TRUE,0.00389681951343273,0.996103180486567
"WESLEY",247713,3256,250969,TRUE,0.987026286115018,0.0129737138849818
"GLENN",248642,2136,250778,TRUE,0.991482506439959,0.00851749356004115
"CAROLINE",309,250410,250719,TRUE,0.0012324554581025,0.998767544541898
"EDWIN",247553,1191,248744,TRUE,0.995211944810729,0.0047880551892709
"RODNEY",247150,1175,248325,TRUE,0.995268297593879,0.00473170240612101
"MELVIN",244936,2139,247075,TRUE,0.991342709703531,0.00865729029646868
"RILEY",105025,141960,246985,TRUE,0.425228252727898,0.574771747272102
"JESUS",244281,2685,246966,TRUE,0.989128058113263,0.0108719418867374
"DANA",53287,193555,246842,TRUE,0.215874932142828,0.784125067857172
"ALEXANDRA",869,245451,246320,TRUE,0.00352793114647613,0.996472068853524
"OWEN",245644,676,246320,TRUE,0.997255602468334,0.00274439753166613
"SYLVIA",908,245070,245978,TRUE,0.00369138703461285,0.996308612965387
"ALFRED",243861,1292,245153,TRUE,0.994729821784763,0.00527017821523702
"APRIL",667,242925,243592,TRUE,0.00273818516207429,0.997261814837926
"MARCUS",241657,1342,242999,TRUE,0.994477343528163,0.00552265647183733
"STEVE",241224,907,242131,TRUE,0.996254093858283,0.00374590614171667
"KATIE",499,241285,241784,TRUE,0.00206382556331271,0.997936174436687
"CHAD",240728,1039,241767,TRUE,0.995702473869469,0.00429752613053064
"DEREK",239060,909,239969,TRUE,0.996212010718051,0.00378798928194892
"SHEILA",648,238774,239422,TRUE,0.0027065181979935,0.997293481802006
"LUCY",644,236969,237613,TRUE,0.00271028942019166,0.997289710579808
"AVERY",66880,170006,236886,TRUE,0.282329897081296,0.717670102918703
"CONNOR",234546,1716,236262,TRUE,0.992736876857048,0.00726312314295147
"LYNN",52391,182387,234778,TRUE,0.223151232227892,0.776848767772108
"LUCILLE",750,232571,233321,TRUE,0.00321445562122569,0.996785544378774
"ERICA",1024,231613,232637,TRUE,0.00440170738102709,0.995598292618973
"JEFFERY",230549,1269,231818,TRUE,0.994525878059512,0.0054741219404878
"ALICIA",707,230790,231497,TRUE,0.00305403525747634,0.996945964742524
"SHERRY",976,229937,230913,TRUE,0.00422670009917155,0.995773299900828
"VIVIAN",2583,228172,230755,TRUE,0.0111936902775671,0.988806309722433
"HERBERT",228266,1117,229383,TRUE,0.995130415069992,0.00486958493000789
"EDDIE",211867,15760,227627,TRUE,0.930763925193409,0.0692360748065915
"PAULINE",775,226404,227179,TRUE,0.00341140686419079,0.996588593135809
"THELMA",1142,225460,226602,TRUE,0.00503967308320315,0.994960326916797
"JEREMIAH",225674,699,226373,TRUE,0.99691217592204,0.00308782407795983
"MICHELE",2764,223299,226063,TRUE,0.012226680173226,0.987773319826774
"RICKY",223145,1944,225089,TRUE,0.991363416248684,0.00863658375131615
"CHARLIE",184280,40359,224639,TRUE,0.820338409626111,0.179661590373889
"VERONICA",834,223775,224609,TRUE,0.003713119242773,0.996286880757227
"CALVIN",221064,1223,222287,TRUE,0.994498103802742,0.0055018961972585
"KRISTEN",2185,218767,220952,TRUE,0.00988902567073392,0.990110974329266
"SUZANNE",492,219309,219801,TRUE,0.00223838836038053,0.99776161163962
"TROY",216308,2674,218982,TRUE,0.987788950690011,0.012211049309989
"SEBASTIAN",218055,408,218463,TRUE,0.998132406860658,0.00186759313934167
"CARTER",206833,10038,216871,TRUE,0.953714420093051,0.0462855799069493
"LEVI",215013,1427,216440,TRUE,0.993406948807984,0.00659305119201626
"ANITA",684,215165,215849,TRUE,0.00316888194988163,0.996831118050118
"KIM",34951,179817,214768,TRUE,0.162738396781643,0.837261603218357
