"title","fiscal_year","n","mean_salary","p10","p25","median_salary","p75","p90","real_median","mean_ot_share","median_tenure","n_agencies","suppressed"
"CITY PARK WORKER",2016,572,38717.4545454545,31376,36082,36082,47219,47219,46956.7757125415,0.056062696540643,9.49486652977413,2,FALSE
"CITY PARK WORKER",2017,552,40718.0163043478,37164,37164,37188,48636,48636,47557.3023221456,0.04599207627055,10.2327173169062,2,FALSE
"CITY PARK WORKER",2018,564,40295.1542553191,37164,37164,37164,48636,48636,46696.6165354847,0.0531593090781755,9.31690622861054,2,FALSE
"CITY PARK WORKER",2019,534,42320.4456928839,38760,38760,38769,50725,50725,47864.7717639621,0.0555624643993809,7.07049965776865,2,FALSE
"CITY PARK WORKER",2020,657,41573.8188736682,34716,39923,39923,40073,52247,48433.177719077,0.0505211990744873,7.16769336071184,2,FALSE
"CITY PARK WORKER",2021,518,44111.3301158301,39923,39923,39923,52247,52247,47453.7491728128,0.0513269519804108,8.16700889801506,2,FALSE
"CITY PARK WORKER",2022,526,44498.1254752852,39923,39923,39973.5,52247,52247,45230.7433644617,0.0575356368440061,8.13826146475017,2,FALSE
"CITY PARK WORKER",2023,902,47271.8935698448,43626,43626,43626,57091,57091,46883.7800138937,0.0491957420148755,4.09856262833676,2,FALSE
"CITY PARK WORKER",2024,777,49451.5263835264,44935,44935,44935,58804,58804,46689.2883344684,0.0440532871620524,5.13347022587269,2,FALSE
"CITY PARK WORKER",2025,949,50046.7597471022,46395,46395,46395,58804,60715,46395,0.034104112285492,4.14784394250513,2,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2014,98,36516.8571428571,35086,35086,35086,38958.75,39291.5,46146.629206806,0.176259654430323,11.0581793292266,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2015,92,38362.3369565217,36691,36691,36854,40754.25,41129.5,48238.3630610407,0.174165659788706,11.0294318959617,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2016,103,38374.1650485437,32703,37608,37641,40480.5,42197.2,48985.6436615425,0.154567959163443,11.4277891854894,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2017,99,39491.7676767677,33684,38736,38953,41707,43680.6,49814.4454489227,0.111112668469863,12.2026009582478,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2018,95,39640.2210526316,33683,38736,38736,41707,43480,48671.8366730851,0.108754246921603,13.0622861054073,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2019,93,40905.1720430108,35130,40400,40400,43454,45188.2,49878.4281065818,0.0984751299449532,12.5667351129363,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2020,98,41438.9795918367,36184,36184,41612,43893.75,46537.3,50482.2130412603,0.0818778342048779,13.3100616016427,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2021,88,42001.1590909091,36184,41612,41612,44145.25,46537.3,49461.3483600703,0.0494083065984493,14.54893908282,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2022,71,42680.5492957746,36184,41612,42628,45773,46726,48234.3584659906,0.0755723568925189,15.5674195756331,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2023,72,44421.875,37270,37270,45470,48989.25,50897.4,48865.4810716487,0.06333896840569,7.75359342915811,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2024,66,46950.0303030303,38388,40725,46909,51513.5,52715,48740.3544337728,0.0401645552105292,16.227241615332,1,FALSE
"CITY PARKING EQUIPMENT SERVICE WORKER",2025,52,50677.9230769231,48356,48356,48487,53192,54451.6,48487,0.0383340903828365,13.4236824093087,1,FALSE
"CITY PEST CONTROL AIDE",2014,17,,,,,,,,,,1,TRUE
"CITY PEST CONTROL AIDE",2015,17,,,,,,,,,,1,TRUE
"CITY PEST CONTROL AIDE",2016,16,,,,,,,,,,1,TRUE
"CITY PEST CONTROL AIDE",2017,17,,,,,,,,,,1,TRUE
"CITY PEST CONTROL AIDE",2018,21,,,,,,,,,,1,TRUE
"CITY PEST CONTROL AIDE",2019,20,,,,,,,,,,1,TRUE
"CITY PEST CONTROL AIDE",2020,19,,,,,,,,,,1,TRUE
"CITY PEST CONTROL AIDE",2021,30,35593.4333333333,32792.7,32950,35656,38759,38765,42381.8570875389,0.0356214322036155,2.02737850787132,2,FALSE
"CITY PEST CONTROL AIDE",2022,38,34323.6052631579,31377,31377,32950,38409,38765,37283.5251819083,0.0240457912377836,1.8590006844627,2,FALSE
"CITY PEST CONTROL AIDE",2023,44,38256.5,34285,36083,37830.5,40147.75,42434,40655.4999270069,0.0200835438668782,1.21697467488022,2,FALSE
"CITY PEST CONTROL AIDE",2024,66,38453.8181818182,35314,36353.5,38280,40611,43188,39774.4732935006,0.0257183762079654,1.11841204654346,2,FALSE
"CITY PEST CONTROL AIDE",2025,40,40503.525,36462,37256,41931,41931,45035.8,41931,0.0201206582834497,1.81930184804928,2,FALSE
"CITY PLANNER",2014,238,68475.0294117647,50355,56917.5,67300.5,78126.25,86600.3,88516.537049896,0.0144445134635785,7.20602327173169,13,FALSE
"CITY PLANNER",2015,271,71459.0627306273,55000,60000,69880,80133,91460,91466.2400473632,0.0156545440695993,6.97604380561259,14,FALSE
"CITY PLANNER",2016,348,72296.5890804598,57381,61500,70422,80832.5,90932.8,91646.5289958594,0.01827905486696,2.9514031485284,12,FALSE
"CITY PLANNER",2017,237,77778.8481012658,59102,66172,78463,87879,96992.6,100341.201788279,0.0171131367309193,7.86858316221766,13,FALSE
"CITY PLANNER",2018,221,79121.0948868778,60000,69807,78463,87879,96671,98588.8661937287,0.0150476489450444,8.86789869952088,14,FALSE
"CITY PLANNER",2019,260,81069.8191153846,62577,71776.25,80827.5,89003,99951.9,99790.8081134837,0.0191821283173393,4.99931553730322,15,FALSE
"CITY PLANNER",2020,228,84603.7060087719,67066.8,74989,84288,92722,103007.2,102255.233413961,0.0147987428115807,5.92060232717317,14,FALSE
"CITY PLANNER",2021,218,84559.7889908257,65638.5,74989,83563,92700,103007.2,99325.6429158068,0.00899664533381416,7.05544147843943,14,FALSE
"CITY PLANNER",2022,201,86303.9502487562,68568,75277,85265,94210,105000,96478.9005959155,0.0165003363404559,7.67419575633128,15,FALSE
"CITY PLANNER",2023,230,92858.6956521739,71255,81943,92137,101244.5,113930.9,99017.3483505277,0.0223511190041281,6.74743326488706,15,FALSE
"CITY PLANNER",2024,277,96399.5198555957,77174.6,84401,95642,104578,119801.8,99375.9188802766,0.0215201078532715,6.13278576317591,15,FALSE
"CITY PLANNER",2025,289,98637.5882352941,75777,87144,98034,108034,124028.8,98034,0.0183780294616688,6.2094455852156,14,FALSE
"CITY PLANNING TECHNICIAN",2014,38,42868.8421052632,32824,38247.75,43674.5,48000,49827.1,57442.5969700921,0.0112960961741745,1.0444900752909,8,FALSE
"CITY PLANNING TECHNICIAN",2015,52,42785.9807692308,34325,35915.25,42284,49745,50732.2,55345.7139977491,0.0157720362159128,1.24845995893224,9,FALSE
"CITY PLANNING TECHNICIAN",2016,43,45649.6976744186,35183,40461,46703,51250,53808.8,60778.8452996737,0.022439450412961,1.38809034907598,8,FALSE
"CITY PLANNING TECHNICIAN",2017,1,,,,,,,,,,1,TRUE
"CITY PLANNING TECHNICIAN",2018,9,,,,,,,,,,4,TRUE
"CITY PLANNING TECHNICIAN",2019,5,,,,,,,,,,2,TRUE
"CITY PLANNING TECHNICIAN",2020,6,,,,,,,,,,2,TRUE
"CITY PLANNING TECHNICIAN",2021,4,,,,,,,,,,2,TRUE
"CITY PLANNING TECHNICIAN",2022,2,,,,,,,,,,1,TRUE
"CITY PLANNING TECHNICIAN",2024,1,,,,,,,,,,1,TRUE
"CITY PLANNING TECHNICIAN",2025,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2014,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2015,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2016,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2017,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2018,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2019,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2020,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2021,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2022,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2023,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2024,1,,,,,,,,,,1,TRUE
"CITY REGISTER",2025,1,,,,,,,,,,1,TRUE
"CITY RESEARCH SCIENTIST",2014,495,79410.0525252525,62097.2,73212,79496,86943,95092,104556.587682388,0.00693978992411572,6.80355920602327,17,FALSE
"CITY RESEARCH SCIENTIST",2015,542,81823.426199262,62210,76561,82685,90506.75,99343.8,108226.760994794,0.0129126099504981,7.05544147843943,17,FALSE
"CITY RESEARCH SCIENTIST",2016,661,82511.5219364599,63765,71500,82396,91333,100829,107229.380067917,0.0131489594115435,4.14784394250513,19,FALSE
"CITY RESEARCH SCIENTIST",2017,810,84548.0654320988,65678,70286,83773.5,93838.75,104427.5,107132.453105417,0.00685777754919609,2.61738535249829,22,FALSE
"CITY RESEARCH SCIENTIST",2018,910,84775.2098901099,65678,73229.5,83573,92627.75,103597,105009.58814229,0.0050655399846784,2.79260780287474,27,FALSE
"CITY RESEARCH SCIENTIST",2019,955,89228.6737068063,68499,82200.5,88433,96718,108047,109180.669127459,0.00469752358660915,3.23613963039014,28,FALSE
"CITY RESEARCH SCIENTIST",2020,1068,92462.6988670412,70554,86830,90000,100940,111288,109184.830666957,0.0218478787952013,3.68240930869268,30,FALSE
"CITY RESEARCH SCIENTIST",2021,1006,93181.2473260437,70554,86830,90996,101174.75,111486.5,108160.743424324,0.0576131556902079,4.54757015742642,30,FALSE
"CITY RESEARCH SCIENTIST",2022,1050,93190.8114285714,70554,86830,93941,100949,111288,106295.952628639,0.0169007726960937,4.95277207392197,31,FALSE
"CITY RESEARCH SCIENTIST",2023,1210,100669.236933884,77097,92160.25,100052,110937,123843.8,107523.402511119,0.0123560622214068,4.36960985626283,32,FALSE
"CITY RESEARCH SCIENTIST",2024,1415,103427.339003534,79410,92665,102472,113290.5,126558,106472.566022247,0.00659803734372867,3.77275838466804,34,FALSE
"CITY RESEARCH SCIENTIST",2025,1513,107781.61989425,81991,98160,106396,117952,130053,106396,0.00457465165977615,3.66050650239562,37,FALSE
"CITY SEASONAL AIDE",2017,1,,,,,,,,,,1,TRUE
"CITY SEASONAL AIDE",2019,85,31286,31286,31286,31286,31286,31286,38626.1510332307,0,0.147843942505133,1,FALSE
"CITY SEASONAL AIDE",2020,108,37418.5555555556,28744,35277,40317,40317,40317,48911.1646444413,0,0.114989733059548,1,FALSE
"CITY SEASONAL AIDE",2021,195,40317,40317,40317,40317,40317,40317,47922.0701199883,0.000569358497138964,0.0629705681040383,1,FALSE
"CITY SEASONAL AIDE",2022,481,40317,40317,40317,40317,40317,40317,45619.4198712898,0.000832985072062853,0.161533196440794,1,FALSE
"CITY SEASONAL AIDE",2023,12,,,,,,,,,,1,TRUE
"CITY SEASONAL AIDE",2024,1,,,,,,,,,,1,TRUE
"CITY SECURITY AIDE",2014,3,,,,,,,,,,1,TRUE
"CITY SECURITY AIDE",2015,2,,,,,,,,,,1,TRUE
"CITY SECURITY AIDE",2016,23,,,,,,,,,,2,TRUE
"CITY SECURITY AIDE",2017,59,35313.1525423729,30245,30245,37500,37500,37500,47956.2987275589,0.0267980700252684,0.125941136208077,2,FALSE
"CITY SECURITY AIDE",2018,58,35815.1034482759,30245,34782,37500,37500,37500,47118.8009923763,0.112381041126479,1.12525667351129,2,FALSE
"CITY SECURITY AIDE",2019,56,37642.125,33910,36276,39111,39111,39111,48287.0099424882,0.130732694071193,2.08350444900753,2,FALSE
"CITY SECURITY AIDE",2020,37,40125.4864864865,39111,40284,40284,40284,40284,48871.1302065301,0.177870537726452,3.08555783709788,1,FALSE
"CITY SECURITY AIDE",2021,33,40212.9090909091,40284,40284,40284,40284,40284,47882.8452690828,0.122297487595011,4.0848733744011,1,FALSE
"CITY SECURITY AIDE",2022,25,,,,,,,,,,1,TRUE
"CITY SECURITY AIDE",2023,24,,,,,,,,,,2,TRUE
"CITY SECURITY AIDE",2024,23,,,,,,,,,,2,TRUE
"CITY SECURITY AIDE",2025,22,,,,,,,,,,2,TRUE
"CITY TAX AUDITOR",2014,305,55908.5278688525,45000,54312,55008,59897,64321,72348.9078096103,0.000435982801271934,23.917864476386,3,FALSE
"CITY TAX AUDITOR",2015,303,60317.9834983498,46063,56797,57933,67594.5,71630.8,75828.7590821965,0.000388064398589301,20.8925393566051,3,FALSE
"CITY TAX AUDITOR",2016,300,62394.4533333333,47125,58217,59604,69088,71498.3,77568.0854600722,0.00212451178576534,16.403832991102,2,FALSE
"CITY TAX AUDITOR",2017,327,62867.9877675841,45000,54077.5,61392,72361,76082,78510.2157728612,0.00616181262862464,5.9876796714579,4,FALSE
"CITY TAX AUDITOR",2018,342,63071.903508772,45000,55000,61392,72966.25,76082,77139.1314806392,0.00467087939906675,5.57152635181383,4,FALSE
"CITY TAX AUDITOR",2019,352,65164.7215909091,47933,50720,62785.5,76875.5,79754,77515.8922744008,0.00532667905728392,5.24845995893224,4,FALSE
"CITY TAX AUDITOR",2020,364,65985.25,47350,52242,64415,76675.75,82147,78146.0096379117,0.00399332742779175,5.59890485968515,3,FALSE
"CITY TAX AUDITOR",2021,340,67873.8,52242,64415,64415,77329,82147,76565.7203358149,0.00196163699353857,6.6652977412731,3,FALSE
"CITY TAX AUDITOR",2022,294,70302.4557823129,64415,64415,66366,76614,82138.6,75094.3378519736,0.00214221541460354,7.55920602327173,4,FALSE
"CITY TAX AUDITOR",2023,278,76971.1726618705,57086,70387,83264,89500,90663,89481.7553540742,0.0020641754561932,7.80971937029432,6,FALSE
"CITY TAX AUDITOR",2024,319,74613.0846394984,51129,52159,73359,89394,93192.4,76222.9776995275,0.00227680465909389,6.49144421629021,5,FALSE
"CITY TAX AUDITOR",2025,278,79737.309352518,53824,74855,78380,94637.75,96218,78380,0.00264101626460937,7.49075975359343,6,FALSE
"CITY VETERINARIAN",2023,1,,,,,,,,,,1,TRUE
"CIVIL ENGINEER",2014,273,80963.619047619,66051,75315,81980,87670,90978.8,107823.652236617,0.0524819141238416,16.6570841889117,13,FALSE
"CIVIL ENGINEER",2015,258,85856.6279069767,69283,81684,86716,91879,96227.6,113502.954664384,0.0563679463226166,16.7227926078029,13,FALSE
"CIVIL ENGINEER",2016,262,89084.0076335878,75580.9,84253,89329,94351,100120,116251.92111373,0.0552968566690731,15.0609171800137,13,FALSE
"CIVIL ENGINEER",2017,250,93226.508,80006.2,86947,92855.5,97958.75,106829.3,118746.829239916,0.0484390901405329,13.4743326488706,12,FALSE
"CIVIL ENGINEER",2018,189,92963.5185185185,78242.8,86882,93011,97958,105049.2,116868.447976051,0.0325331677710884,9.90554414784394,14,FALSE
"CIVIL ENGINEER",2019,159,97154.7169811321,81473.6,90207,97878,102309,112114.2,120841.603619208,0.032697534317183,7.08555783709788,13,FALSE
"CIVIL ENGINEER",2020,147,100853.210884354,82400,92774.5,100814,108239,117192.2,122303.994653985,0.0237064684168095,6.362765229295,13,FALSE
"CIVIL ENGINEER",2021,143,100125.895104895,82400,92640,100814,106130,115943.2,119830.730884652,0.0102663499216748,7.17316906228611,13,FALSE
"CIVIL ENGINEER",2022,110,99419.8545454545,87291.5,92640,99869.5,104367.75,113507.8,113004.158365845,0.0200877414229944,6.39835728952772,13,FALSE
"CIVIL ENGINEER",2023,116,109741.198275862,101230,101264.5,108637.5,115153,124407.5,116750.026389295,0.0296923130675142,6.78713210130048,11,FALSE
"CIVIL ENGINEER",2024,126,113887.111111111,104267,104278.75,114694,120346,128301,119171.719956237,0.0228639016179048,6.86789869952088,10,FALSE
"CIVIL ENGINEER",2025,131,117073.770992366,107656,107656,118422,122923.5,135473,118422,0.0258248206528743,7.24435318275154,8,FALSE
"CIVIL ENGINEERING INTERN",2014,89,49169.0337078652,43349,43349,52000,52496,52496,68392.655724617,0.0317570626448952,1.26488706365503,4,FALSE
"CIVIL ENGINEERING INTERN",2015,73,52629.0547945205,45333,51233,54898,54898,54898,71856.2342032076,0.0224228462867449,1.51676933607118,4,FALSE
"CIVIL ENGINEERING INTERN",2016,143,51516.9230769231,46466,46466,52000,55584,56270,67672.3113201087,0.0189672526827429,0.563997262149213,5,FALSE
"CIVIL ENGINEERING INTERN",2017,82,54446.5243902439,47860,52000,55039,57958,57958,70385.7793510964,0.0277618262965084,1.16084873374401,5,FALSE
"CIVIL ENGINEERING INTERN",2018,57,51979.9298245614,47860,47860,47860,57958,57958,60136.1550798702,0.0166656058050079,0.7419575633128,3,FALSE
"CIVIL ENGINEERING INTERN",2019,102,56269.1764705882,49916,52000,59262,60447,60447,73165.7278824815,0.0271142743576351,0.936344969199179,4,FALSE
"CIVIL ENGINEERING INTERN",2020,97,58877.8969072165,53560,53560,62260,62260,62260,75531.6395258307,0.0353700420832675,1.47843942505133,3,FALSE
"CIVIL ENGINEERING INTERN",2021,88,59918.6136363636,53560,59125,62260,62260,62260,74004.218708497,0.0393596237898492,2.34360027378508,3,FALSE
"CIVIL ENGINEERING INTERN",2022,39,56692.717948718,51535,54000,57848,59125,62260,65456.0656972089,0.0553691318572407,0.681724845995893,3,FALSE
"CIVIL ENGINEERING INTERN",2023,49,62553.0612244898,59125,60899,64608,64608,64608,69432.614934618,0.0251896248785137,0.91170431211499,4,FALSE
"CIVIL ENGINEERING INTERN",2024,55,66602.9636363636,66546,66546,66546,66546,66546,69143.9942473692,0.0361741427880857,0.936344969199179,4,FALSE
"CIVIL ENGINEERING INTERN",2025,66,68157.9545454545,68709,68709,68709,68709,68709,68709,0.0394541220082002,1.21560574948665,5,FALSE
"CIVILIANIZATION MANAGER PD",2014,1,,,,,,,,,,1,TRUE
"CIVILIANIZATION MANAGER PD",2015,1,,,,,,,,,,1,TRUE
"CIVILIANIZATION MANAGER PD",2016,1,,,,,,,,,,1,TRUE
"CIVILIANIZATION MANAGER PD",2022,1,,,,,,,,,,1,TRUE
"CIVILIANIZATION MANAGER PD",2023,1,,,,,,,,,,1,TRUE
"CIVILIANIZATION MANAGER PD",2025,1,,,,,,,,,,1,TRUE
"CLAIM SPECIALIST",2014,106,46752.1226415094,34977,34982,47983,54947,59174,63109.3230698904,0.0201586987576676,14.3928815879535,3,FALSE
"CLAIM SPECIALIST",2015,120,48342.4166666667,36577,36577,46289.5,55966.5,61505.6,60588.5306049287,0.0105095599509491,10.8528405201916,3,FALSE
"CLAIM SPECIALIST",2016,142,48410.5281690141,37491,37492,43116,54903.25,62956.2,56110.7572091885,0.009622907177744,4.0041067761807,5,FALSE
"CLAIM SPECIALIST",2017,191,47725.8638743456,38617,38617,44409,54681,64432,56791.7672051243,0.00950635852397211,2.40657084188912,5,FALSE
"CLAIM SPECIALIST",2018,195,47300.5948717949,38617,38617,44409,52772.5,64064.8,55799.9688872118,0.0136553620024492,3.11841204654346,4,FALSE
"CLAIM SPECIALIST",2019,151,52022.8609271523,40275,46316,46334,57264.5,67173,57204.6308883753,0.0324397219773937,5.24845995893224,5,FALSE
"CLAIM SPECIALIST",2020,129,55391.8372093023,47705,47705,49854,61148,69294,60481.1172007832,0.0326901620912732,6.40383299110198,5,FALSE
"CLAIM SPECIALIST",2021,115,56234.5739130435,47705,47705,58741,61172,69260,69821.4232437491,0.00990142447889923,7.53730321697468,5,FALSE
"CLAIM SPECIALIST",2022,111,55405.3063063063,47705,47705,52475,60977.5,69195,59376.4183283958,0.0332464393860053,7.40588637919233,6,FALSE
"CLAIM SPECIALIST",2023,113,59369.7256637168,45329,52128,54450,64395,75664,58516.0643138612,0.0568005542390319,8.04106776180698,6,FALSE
"CLAIM SPECIALIST",2024,107,62471.2242990654,53692,53692,59061,68950,77976.8,61366.7755273626,0.0523767673871708,8.62422997946612,6,FALSE
"CLAIM SPECIALIST",2025,99,66005.7878787879,55437,55437,68263,77844.5,80535.4,68263,0.0546169434712446,9.75496235455168,6,FALSE
"CLERICAL AIDE",2014,106,29934.8867924528,24859,28588,28588,32834,34624,37600.1777279875,0.0173378575077925,6.70773442847365,17,FALSE
"CLERICAL AIDE",2015,112,31434.1607142857,25997,29897,29900,35290,36208,39136.2418061843,0.023919940910519,9.29774127310062,16,FALSE
"CLERICAL AIDE",2016,104,32955.2788461538,30644,30644,32061,36172,37113,41723.8841006539,0.0269630297848864,10.4736481861739,17,FALSE
"CLERICAL AIDE",2017,90,34370.3777777778,31563,31563,35166.5,37257,38226,44972.138112072,0.0348397891116626,11.2320328542094,16,FALSE
"CLERICAL AIDE",2018,80,34860.925,31563,31563,35167,37257,38226,44187.3833199706,0.0330739563061542,12.4722792607803,15,FALSE
"CLERICAL AIDE",2019,66,36037.0606060606,30094,32918,36677,39686.75,39868,45281.9581105223,0.00711493324255716,13.4715947980835,15,FALSE
"CLERICAL AIDE",2020,59,37051.4406779661,29483.8,33906,37777,40473,41064,45829.7260900627,0.0106815403011383,14.6283367556468,14,FALSE
"CLERICAL AIDE",2021,67,37611.5373134328,33906,34828.5,37777,40023,41064,44902.9452321055,0.00724112869730082,13.7084188911704,13,FALSE
"CLERICAL AIDE",2022,51,37851.0784313726,33906,35739,38253,40023,41064,43283.9662756765,0.012859781626735,15.1868583162218,11,FALSE
"CLERICAL AIDE",2023,47,42278.0638297872,37124,40600,43735,44896.5,45355.8,47000.9196100408,0.0126793622482432,16.2628336755647,10,FALSE
"CLERICAL AIDE",2024,43,43915.1860465116,38262,41252.5,45146,46325.5,47416.4,46908.5258962482,0.00647718997757269,16.8049281314168,9,FALSE
"CLERICAL AIDE",2025,38,45717.9210526316,39532,43931.75,46600.5,47825.75,50198.1,46600.5,0.00353145325198429,17.9958932238193,9,FALSE
"CLERICAL ASSOCIATE",2014,193,41252.6476683938,32230.6,35460,38919,45944,50284.8,51187.9570797379,0.0415810390856806,23.8740588637919,7,FALSE
"CLERICAL ASSOCIATE",2015,4333,39790.7985045004,33310,36899,37119,42586,48957.8,48585.2227292226,0.0284537877293185,11.8466803559206,57,FALSE
"CLERICAL ASSOCIATE",2016,4248,40821.154997646,34143,37821,38052.5,43865.75,50464.6,49521.165894393,0.0303341132384968,12.2546201232033,57,FALSE
"CLERICAL ASSOCIATE",2017,4076,41853.128390579,35167,38956,39168,44661.25,51500,50089.3948949607,0.0306568769579919,12.9281314168378,55,FALSE
"CLERICAL ASSOCIATE",2018,3678,42409.0925285481,35191,38956,39267,45434,52186.3,49339.0388951371,0.0315792021486325,13.2758384668036,54,FALSE
"CLERICAL ASSOCIATE",2019,3607,44325.5641696701,36704.6,40629,41179,47359,54699.8,50840.1928465578,0.0326025112689074,13.0677618069815,52,FALSE
"CLERICAL ASSOCIATE",2020,3755,45526.2428015979,37777,41848,42399,48744,56459.4,51436.9737272036,0.0285715239380109,10.3518138261465,52,FALSE
"CLERICAL ASSOCIATE",2021,3606,45763.0276539101,37836,41848,42552,48744,56519.5,50578.6622949561,0.0238166931111137,11.0540725530459,52,FALSE
"CLERICAL ASSOCIATE",2022,3022,46119.4373726009,38065,41848,43690,48897.5,57326.6,49436.0308102451,0.0393543791292141,12.0054757015743,51,FALSE
"CLERICAL ASSOCIATE",2023,2676,49709.8024663677,41279,45728,46240,52818.75,61699.5,49692.9809710366,0.0368650689948949,9.7056810403833,50,FALSE
"CLERICAL ASSOCIATE",2024,2537,51438.665175404,42678.4,47100,48171,54081,63691.6,50051.6236421426,0.0371685654391127,8.99383983572895,51,FALSE
"CLERICAL ASSOCIATE MOST MAYORAL AG",2014,4214,37751.4061034646,31852,35285,35402,39875,46225.8,46562.246114671,0.029233185986398,12.0355920602327,49,FALSE
"CLERICAL ASSOCIATE MOST MAYORAL AG",2025,2364,53370.7110617597,44365,48631,51813.5,55598.75,65152.2,51813.5,0.041566399212351,9.04585900068446,51,FALSE
"CLERK TO THE BOARD",2014,101,31168.5742574257,29323,29323,29323,31481,35240,38566.8816117874,0.214466994801635,7.59206023271732,1,FALSE
"CLERK TO THE BOARD",2015,101,33846.1287128713,30664,31544,32214,34589,38271,42165.0466068368,0.173936702437798,7.68788501026694,1,FALSE
"CLERK TO THE BOARD",2016,100,34796.91,31431,31720.5,33539.5,35732.25,40455.8,43647.9901061689,0.194693174221218,7.6933607118412,1,FALSE
"CLERK TO THE BOARD",2017,91,35959.032967033,32374,33374,34618,37333,40405,44270.6973160169,0.223300930500432,6.85284052019165,1,FALSE
"CLERK TO THE BOARD",2018,95,35637.5263157895,32374,33051,34430,37217,38781.6,43261.3418178005,0.153426619002525,7.04996577686516,1,FALSE
"CLERK TO THE BOARD",2019,91,36924.5824175824,33764,34259,35850,38212,40463,44260.9318718059,0.232124166675585,7.14579055441478,1,FALSE
"CLERK TO THE BOARD",2020,80,37280.275,33121,34777,35820,37877.5,41645.2,43455.562605449,0.140188682423834,6.20396988364134,1,FALSE
"CLERK TO THE BOARD",2021,91,36510.1978021978,33121,34777,34777,36837,40396,41337.0496952361,0.24156908865247,5.19917864476386,1,FALSE
"CLERK TO THE BOARD",2022,87,36564.5287356322,33121,34777,34777,36777,40390,39350.8089605835,0.148801061233078,5.1854893908282,1,FALSE
"CLERK TO THE BOARD",2023,83,44526.4457831325,43547,43547,43547,43922,46092.8,46798.8806735669,0.134478417425985,5.70294318959617,1,FALSE
"CLERK TO THE BOARD",2024,84,48305.2261904762,45775,47585,47585,47585,50220.1,49442.7458639297,0.108024066213005,5.99726214921287,1,FALSE
"CLERK TO THE BOARD",2025,84,49914.869047619,47263,49132,49132,49132,51852.1,49132,0.150571931700455,6.23134839151266,1,FALSE
"CLIMBER & PRUNER",2014,122,57177.3442622951,54111,54111,58258,58259,58461,76623.4487923988,0.180652730027272,7.67145790554415,2,FALSE
"CLIMBER & PRUNER",2015,111,59985.2252252252,57456,57887,60923,60944,61174,79742.383262815,0.149183781891432,8.79945242984257,2,FALSE
"CLIMBER & PRUNER",2016,119,61277.6134453781,58002,59777,62446,62467,62666,81266.6375518366,0.132466210259712,8.93908281998631,2,FALSE
"CLIMBER & PRUNER",2017,115,63029.0608695652,59742,61570,64319,64320,64448.4,82253.3647428763,0.13672515567187,9.86173853524983,2,FALSE
"CLIMBER & PRUNER",2018,116,63026.9310344828,59742,62487,64319,64319,64403,80816.9109607641,0.152392919618173,10.7063655030801,2,FALSE
"CLIMBER & PRUNER",2019,108,66204.1111111111,63264,66121,67081,67099,67203,82819.1791043964,0.131905519414658,11.6399726214921,2,FALSE
"CLIMBER & PRUNER",2020,109,68034.3119266055,64177,67126,69093,69093,69227,83821.1945030231,0.108023802777849,11.482546201232,2,FALSE
"CLIMBER & PRUNER",2021,102,68230.1568627451,65162,68105,69093,69093,69215.9,82126.14010964,0.12322238829304,12.4052019164955,2,FALSE
"CLIMBER & PRUNER",2022,88,68315.4545454545,65162,68846,69093,69093,69206.6,78179.9880240848,0.176504042172664,9.58247775496235,3,FALSE
"CLIMBER & PRUNER",2023,79,74698.1772151899,72273,75500,75500,75575,75706.2,81137.9771477782,0.119608574974803,10.0533880903491,3,FALSE
"CLIMBER & PRUNER",2024,70,76253.5857142857,72232,76653,77765,77789,77990.3,80800.9904824733,0.0905822076274302,11.0554414784394,3,FALSE
"CLIMBER & PRUNER",2025,90,78280.2444444444,74580,74866.25,80292,80343,80494,80292,0.117077377125261,10.9705681040383,3,FALSE
"CLINICAL PROFESSOR",2015,1,,,,,,,,,,1,TRUE
"CLINICAL PROFESSOR",2016,1,,,,,,,,,,1,TRUE
"CLINICAL PROFESSOR",2017,1,,,,,,,,,,1,TRUE
"CLINICAL PROFESSOR",2018,1,,,,,,,,,,1,TRUE
"CLINICAL PROFESSOR",2019,1,,,,,,,,,,1,TRUE
